Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
CGM PC,IDCO TOWER BBSR near Rupali Square,Water supply to Bisiapada Industrial Area and restoration/ retrofitting of existing water supply system from river Daya to Khordha Industrial Estate,Water supply to Bisiapada Industrial Area and restoration/ retrofitting of existing water supply system from river Daya to Khordha Industrial Estate,Please refer Tender documents. ,NA ,"5,70,89,052",Civil Works - Water Works,NA ,Tender,90.0,180.0,Bisiapada,752050.0,NA ,NA ,NA ,IDCO TOWER BBSR,No ,No,"5,70,891",Yes,percentage,1.0%,Nil,Nil,05-Nov-2024 10:40 AM,21-Nov-2024 05:00 PM,05-Nov-2024 10:45 AM,20-Nov-2024 05:00 PM,05-Nov-2024 10:50 AM ,11-Nov-2024 10:00 AM ,05-Nov-2024 10:55 AM,20-Nov-2024 05:00 PM,01-Feb-2025 04:00 PM,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Refer DTCN,IDCO||IDCO||IDCO,HO/PC/EST-E-28/2024-25,2024_IDCO_106413_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1.0,2653317.0,Swach Environment Private Limited,INR,"50,301,164",IDCO||IDCO||IDCO,2024_IDCO_106413_1,HO/PC/EST-E-28/2024-25,Water supply to Bisiapada Industrial Area and restoration/ retrofitting of existing water supply system from river Daya to Khordha Industrial Estate,CGM PC,Internal,,Soumendra Priyadarshree Barik,28-Jan-2025 06:04 PM,01-Feb-2025 04:00 PM,techsummary_514482.pdf (154.91 KB),CGM PC,Internal,"CGM CIVIL, CGM FINANCE",Soumendra Priyadarshree Barik,06-Mar-2025 07:19 PM,finsummary_514482.pdf (488.19 KB),05-Jun-2025,"INR 50,301,164",180.0,Soumendra Priyadarshree Barik,05-Jun-2025 05:18 PM,agreementBisiapada.pdf (2125.00 KB),Finance,Financial bids successfully opened,Soumendra Priyadarshree Barik,01-Feb-2025 06:10 PM,,BOQ Comparative Chart,Technical,Technical bid opened and six no. of bidders have participated in this tender,Soumendra Priyadarshree Barik,21-Nov-2024 06:13 PM,,1,2656065,BICHITRANANDA SAMANTARAY,20-Nov-2024 02:36 PM,Rejected-AOC,L2,05-Jun-2025 05:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2652394,CHANDRABHANU BISWAL,20-Nov-2024 02:14 PM,Rejected-Finance,L4,06-Mar-2025 07:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2655797,LAXMIDHAR BHOL,20-Nov-2024 04:16 PM,Rejected-Finance,L3,06-Mar-2025 07:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2643729,MITALIKA SWAIN,19-Nov-2024 06:28 PM,Rejected-Finance,L3,06-Mar-2025 07:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2656380,SUSHIL KUMAR SAHOO,20-Nov-2024 04:49 PM,Rejected-Technical,Not satisfying all the required criteria of DTCN,28-Jan-2025 06:04 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2653317,Swach Environment Private Limited,20-Nov-2024 04:35 PM,Accepted-AOC,L1,05-Jun-2025 05:19 PM,AOC
