S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
1.0,2697835.0,SAS CONSTRUCTIONS,INR,"132,018,285","Sri V V Yadav Principal Secretary to Govt Works Dept, Odisha",Internal,Sri P C Mohapatra EIC Civil cum Roads Odisha Sri A K Giri CE Buildings I Odisha Sri S Dhal FA cum Special Secy to Govt Works Dept Odisha,Bijaya Kumar Nayak,17-Mar-2025 06:05 PM,finsummary_519773.pdf (430.56 KB),Technical,6 Nos. Bidders Received,Smita Sahoo,18-Dec-2024 02:41 PM,,EIC-CIVIL,2024_EICCL_106766_8,C.E. (B) - 13 / 2024-25,"Construction of CHC Building at Sridamchandrapur, Mayurbhanj.",Finance,Opening,Bijaya Kumar Nayak,30-Jan-2025 11:55 AM,,BOQ Comparative Chart,Er P C Mohapatra EIC (Civil-cum-Roads) Odisha,Internal,Er A K Giri EIC CE Buildings I Odisha Er B K Nayak Addl CE Buildings I Smt P Samal FA,Bijaya Kumar Nayak,28-Jan-2025 01:27 PM,30-Jan-2025 11:00 AM,techsummary_519773.pdf (362.35 KB),1,2700943,Pravat Kumar Biswal,17-Dec-2024 04:12 PM,Rejected-AOC,L1,02-Jun-2025 06:17 PM,02-Jun-2025,"INR 132,018,285",547.0,Priyabrata Samantara,02-Jun-2025 06:16 PM,AOC_Sridamchandrapur.pdf (286.00 KB),AOC,AOC,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost and EMD Online, PAN, GSTIN, Affidavit, Regd. Certificate and other Documents as per DTCN.","10,000",0.0,Nil,Nil,No,"14,67,000",Yes,fixed,,Nil,Nil,07-Dec-2024 06:00 PM,18-Dec-2024 11:30 AM,07-Dec-2024 06:00 PM,17-Dec-2024 05:00 PM,NA ,NA ,07-Dec-2024 06:00 PM,17-Dec-2024 05:00 PM,30-Jan-2025 11:00 AM,"Construction of CHC Building at Sridamchandrapur, Mayurbhanj.","Construction of CHC Building at Sridamchandrapur, Mayurbhanj.",Please refer Tender documents. ,NA ,"14,66,70,687",Civil Works - Buildings,NA ,Tender,90.0,547.0,MAYURBHANJ DIST.,757087.0,NA ,NA ,NA ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar.",No ,No,"Chief Engineer, Buildings-I (I/C), Odisha, BBSR.","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar.",EIC-CIVIL,C.E. (B) - 13 / 2024-25,2024_EICCL_106766_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2698765,SAMPAD SAMAL,17-Dec-2024 04:31 PM,Rejected-Finance,L2,17-Mar-2025 06:05 PM,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2697382,SANJEEB KUMAR NAYAK,17-Dec-2024 02:46 PM,Rejected-Finance,L1,17-Mar-2025 06:05 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2697835,SAS CONSTRUCTIONS,16-Dec-2024 10:26 PM,Accepted-AOC,L1 (Selected through Transparent Lottery),02-Jun-2025 06:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2698949,sumanta kumar saw,16-Dec-2024 04:14 PM,Rejected-Technical,Disqualified,28-Jan-2025 01:27 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2691611,SUSHRITA MISHRA,17-Dec-2024 10:43 AM,Rejected-AOC,L1,02-Jun-2025 06:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
