Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD one percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness","10,000",0.0,Nil,Nil,No,21-Jan-2025 01:30 PM,01-Feb-2025 11:00 AM,21-Jan-2025 01:30 PM,31-Jan-2025 05:00 PM,21-Jan-2025 01:30 PM ,30-Jan-2025 01:00 PM ,21-Jan-2025 01:30 PM,31-Jan-2025 05:00 PM,27-Feb-2025 11:00 AM,"9,67,650",Yes,percentage,1.0%,Nil,Nil,Jamatangi to - Diggi,Jamatangi to - Diggi,. ,NA ,"9,67,65,000",Civil Works - Roads,NA ,Tender,90.0,360.0,Boudh,762014.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,CE RW I||RWCIRCLE-ANGUL,Road Online-AGL-20/2024-2025,2025_CERWI_109689_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Chief Engineer,RWC,Angul",At-Hakimpada Po-Hakimpada District- Angul Pin-759143,AOC,17-Jun-2025,"INR 82,259,428",360.0,Anup Kumar Behera,17-Jun-2025 05:48 PM,Jamatangi.pdf (489.00 KB),REFUND OF E.M.D,1,2791485,Abani kumar mahapatra,31-Jan-2025 01:42 PM,Rejected-Technical,Due to non submission of work in hand certificate as per Clause 2.2.2 of ITB of DTCN,22-Feb-2025 06:35 PM,Finance,Fifteen Bidders found,Baikuntha Nath Sarangi,27-Feb-2025 12:19 PM,finance_526763.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,17-Jun-2025 05:40 PM,finsummary_526763.pdf (489.24 KB),CE RW I||RWCIRCLE-ANGUL,2025_CERWI_109689_2,Road Online-AGL-20/2024-2025,Jamatangi to - Diggi,Technical,Eighteen Bidders found,Baikuntha Nath Sarangi,01-Feb-2025 05:13 PM,technical_526763.pdf,1.0,2791762.0,ASWANI KUMAR MAHAPATRA,INR,"82,259,428",AOC
,,.pdf,"Labour licence,Similarnature of work,Annual TurnOver,Work in hand ,No relation,No litigation certi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,2,2790454,Anil Kumar Mishra,30-Jan-2025 09:02 PM,Rejected-Technical,Supression of work in hand pertaining to R and B Division Angul Impvt.to Madhapur to Belpunji vide agmt no.809 P1 of 2023-24 followed by wrong affidavit towards correctness of information as per clause 1.2.7 of ITB and of DTCN,22-Feb-2025 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2791762,ASWANI KUMAR MAHAPATRA,31-Jan-2025 04:00 PM,Accepted-AOC,Winner of lottery among the 1st lowest bidders,17-Jun-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2790294,GIRIDHARI LAL AGRAWAL,30-Jan-2025 07:47 PM,Rejected-AOC,0,17-Jun-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2790514,KHIROD KUMAR SETHI,30-Jan-2025 09:35 PM,Rejected-AOC,0,17-Jun-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2789801,KL INFRABUILD PVT. LTD.,30-Jan-2025 04:41 PM,Rejected-AOC,0,17-Jun-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2791385,MISHRA INFRA PROJECTS,31-Jan-2025 01:20 PM,Rejected-AOC,0,17-Jun-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2787893,MITTAL INFRAPROJECTS,30-Jan-2025 01:23 PM,Rejected-AOC,0,17-Jun-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2790943,M/S JRP CONSTRUCTION,31-Jan-2025 11:01 AM,Rejected-Technical,Disqualified due to Non submission of affidavit towards no litigation certificate from Notary vide clause No.1.2.6 of ITB of GCC,22-Feb-2025 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2791237,MS L K BROTHERS INFRASTRUCTURE,31-Jan-2025 12:23 PM,Rejected-AOC,0,17-Jun-2025 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
