Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
REPAIR AND RENOVATION OF BAIDYANATH TEMPLE BAIDYANATHPATNA,REPAIR AND RENOVATION OF BAIDYANATH TEMPLE BAIDYANATHPATNA,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,120.0,KANAS,752017.0,NA ,NA ,NA ,KANAS BLOCK CONFERENCE HALL,No ,No,"34,757",Yes,fixed,,Nil,Nil,BDO KANAS,KANAS BLOCK,"7,080",Nil,Nil,No,1.0,ICICI BANK,11-Apr-2025 02:00 PM,21-Apr-2025 11:00 AM,11-Apr-2025 02:00 PM,19-Apr-2025 05:00 PM,11-Apr-2025 02:00 PM ,19-Apr-2025 05:00 PM ,11-Apr-2025 02:00 PM,19-Apr-2025 05:00 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||KANAS Block,01/2025-26/KANAS BLOCK,2025_ZPKAN_112437_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,RC",AOC,11-Jun-2025,"INR 2,954,701",120.0,SOUMYA RANJAN SWAIN,10-Jun-2025 10:46 PM,agreementbaidyanathpatna.pdf (669.00 KB),1,2888291,AJIT KUMAR SAHOO,18-Apr-2025 08:38 PM,Rejected-AOC,lost in lottery,10-Jun-2025 10:46 PM,BDO KANAS,Internal,,SOUMYA RANJAN SWAIN,08-May-2025 01:22 PM,techsummary_536227.pdf (1144.06 KB),BDO KANAS,Internal,,SOUMYA RANJAN SWAIN,13-May-2025 07:48 PM,finsummary_536227.pdf (1144.07 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||KANAS Block,2025_ZPKAN_112437_1,01/2025-26/KANAS BLOCK,REPAIR AND RENOVATION OF BAIDYANATH TEMPLE BAIDYANATHPATNA,1.0,2888670.0,Bajrangi Electrical Construction and Services,INR,"2,954,701",Finance,ALL BIDS ARE ADMITTED AND SENT FOR TECHNICAL EVALUATUION,SASWAT KUMAR SENAPATI,22-Apr-2025 01:00 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"AFFIDAVIT,UNDERTAKING,OTHER DOCUMENT AS PER DTCN",AOC,,,,,,,2,2888136,ANJALI SAHOO,18-Apr-2025 05:06 PM,Rejected-AOC,lost in lottery,10-Jun-2025 10:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,3,2888670,Bajrangi Electrical Construction and Services,19-Apr-2025 12:46 PM,Accepted-AOC,won in lottery,10-Jun-2025 10:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2888025,BANITA PRADHAN,18-Apr-2025 02:49 PM,Rejected-AOC,lost in lottery,10-Jun-2025 10:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2886193,BIBHUTI BHUSAN JENA,16-Apr-2025 03:23 PM,Rejected-AOC,lost in lottery,10-Jun-2025 10:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2888258,BIJAY KUMAR BHOLA,18-Apr-2025 07:19 PM,Rejected-AOC,lost in lottery,10-Jun-2025 10:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2888109,CHANDAN SAHOO,18-Apr-2025 04:54 PM,Rejected-AOC,lost in lottery,10-Jun-2025 10:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2888655,CHINMAYEE SAHOO,19-Apr-2025 01:04 PM,Rejected-AOC,lost in lottery,10-Jun-2025 10:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2888722,DIPAK BEHERA,19-Apr-2025 01:14 PM,Rejected-AOC,lost in lottery,10-Jun-2025 10:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2888755,DURYODHAN DEBATA,19-Apr-2025 02:39 PM,Rejected-AOC,lost in lottery,10-Jun-2025 10:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
