Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
15-Jun-2025,"INR 5,346,258.28",180.0,Satya Narayan Behera,15-Jun-2025 08:12 PM,AGMT_5.PDF (107.00 KB),Qualified,Executive Engineer,Internal,SujitBeheraEENiteshKhandayDAOSatyanarayanBeheraEstimator,Satya Narayan Behera,15-Jun-2025 08:06 PM,finsummary_477425.pdf (117.52 KB),1,2357186,Debashis Santi,15-Dec-2023 01:53 PM,Rejected-Finance,not qualified,15-Jun-2025 08:06 PM,Technical,summary,Sujit Behera,01-Jan-2024 07:27 PM,technical_477425.pdf,Finance,summary,Satya Narayan Behera,15-Jun-2025 08:02 PM,finance_477425.pdf,BOQ Comparative Chart,1.0,2357675.0,PROMOTHA BAWALI,INR,"5,346,258.28",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2023_CERWI_97810_5,"14/RWD-I, MKG/2023-24",Construction of D Type Staff Quarter at JMFC Mathili in the Dist of Malkangiri for the year 2023-24.,Executive Engineer,Internal,"Sujit Behera,EE, Nitesh Khanday, DAO, Satyanarayan Behera, Estimator",Sujit Behera,01-Jan-2024 07:29 PM,05-Jan-2024 11:00 AM,techsummary_477425.pdf (121.44 KB),AOC,"57,480",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"14/RWD-I, MKG/2023-24",2023_CERWI_97810_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-Dec-2023 11:00 AM,16-Dec-2023 11:00 AM,04-Dec-2023 11:00 AM,15-Dec-2023 05:00 PM,04-Dec-2023 11:00 AM ,14-Dec-2023 05:00 PM ,04-Dec-2023 11:00 AM,15-Dec-2023 05:00 PM,05-Jan-2024 11:00 AM,"Superintending Engineer, RWD-I, Malkangiri","Superintending Engineer, RWD-I, Malkangiri",1,ICICI BANK,"10,000",0.0,Nil,Nil,No,Construction of D Type Staff Quarter at JMFC Mathili in the Dist of Malkangiri for the year 2023-24.,Construction of D Type Staff Quarter at JMFC Mathili in the Dist of Malkangiri for the year 2023-24.,"GST,PANCARD,VALID REGN CERTIFICATE,AFFIDEVIT REGARDING CORRECTNESS/CERTIFICATE,NO RELATION CERTIFICATE ",NA ,"57,48,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,RW Division-I Malkangiri,764045.0,NA ,NA ,NA ,"Superintending Engineer, RWD-I, Malkangiri",No ,No,1,Fee/PreQual/Technical,.pdf,"GST,PANCARD,VALID REGN CERTIFICATE,AFFIDEVIT REGARDING CORRECTNESS/CERTIFICATE,NO RELATION CERTIFICA",AOC
,,,,,,,,,,,,,2,2357675,PROMOTHA BAWALI,15-Dec-2023 04:47 PM,Accepted-AOC,qualified as L1,15-Jun-2025 08:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
