Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Er Pravash Kumar Majhi,Internal,Er Madhusmita Sahoo JE Estr Er Subhashree Subhasmita Das Mohapatra AEE Estr Mr Abadhut Das Sr DAO,Pravas Kumar Majhi,03-Oct-2024 04:42 PM,techsummary_505502.pdf (1709.81 KB),18-Jun-2025,"INR 3,595,268",60.0,Debendra Kumar Behera,18-Jun-2025 07:09 PM,2024_EICCL_104437_3A.PDF (726.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 25.11.2024 to complete the work by 24.01.2025 in all respect,1,2541495,ABC CONSTRUCTIONS,05-Sep-2024 03:43 PM,Rejected-AOC,Rejected,18-Jun-2025 07:10 PM,1.0,2541476.0,DEEPAK KUMAR KHATUA,INR,"3,595,268",Finance,16nos bids received,Pravas Kumar Majhi,09-Sep-2024 12:11 PM,,BOQ Comparative Chart,Er Prabhas Kumar Majhi SE,Internal,Er Madhusmita Sahoo JE Estr Er Subhashree Subhasmita Das Mohapatra AEE Estr Mr Abadhut Das Sr DAO,Debendra Kumar Behera,18-Jun-2025 07:06 PM,finsummary_505502.pdf (942.73 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2024_EICCL_104437_3,SE CTC (RandB)-15 of 2024-25,"Supply and installation of Air Conditioners with all required accessories for TV rooms of New Gents Hostel, HS hostel, Old Gents hostel, Prof and Asst Prof Rm of Cardiology dept, Clinical LT and PG Dept of BioChem, Microbiology Dept of SCBMCH, Ctc",AOC,27-Aug-2024 10:00 AM,06-Sep-2024 11:00 AM,27-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,NA ,NA ,27-Aug-2024 10:00 AM,05-Sep-2024 05:00 PM,1.0,ICICI BANK,"42,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Undertaking and other mandatory documents as per DTCN","Supply and installation of Air Conditioners with all required accessories for TV rooms of New Gents Hostel, HS hostel, Old Gents hostel, Prof and Asst Prof Rm of Cardiology dept, Clinical LT and PG Dept of BioChem, Microbiology Dept of SCBMCH, Ctc",E.I. Works,As per DTCN ,NA ,"42,29,230",Electrical Works,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-15 of 2024-25,2024_EICCL_104437_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,AOC
,,,,,,,,,,,,,2,2539853,ALISHA,05-Sep-2024 12:59 PM,Rejected-AOC,Rejected,18-Jun-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2541543,ARPITA AIR CONDITIONING PRIVATE LIMITED,05-Sep-2024 04:50 PM,Rejected-Technical,Disqualified,03-Oct-2024 04:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2540774,Asmacs.Prop.Dev Mohanty,04-Sep-2024 07:53 PM,Rejected-AOC,Rejected,18-Jun-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2539776,CABELLA MARKETING PRIVATE LIMITED,02-Sep-2024 04:41 PM,Rejected-AOC,Rejected,18-Jun-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2541476,DEEPAK KUMAR KHATUA,05-Sep-2024 03:13 PM,Accepted-AOC,Accepted,18-Jun-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2541305,Fusion Power,05-Sep-2024 04:01 PM,Rejected-AOC,Rejected,18-Jun-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2537696,MAHIMA ENTERPRISES,05-Sep-2024 08:20 AM,Rejected-Technical,Disqualified,03-Oct-2024 04:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2541378,M/s. EASTERN ENGINEERING,05-Sep-2024 04:20 PM,Rejected-Technical,Disqualified,03-Oct-2024 04:42 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2537750,M/S GITANJALI ASSOCIATES,05-Sep-2024 01:42 PM,Rejected-AOC,Rejected,18-Jun-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
