Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Renovation of C.C. road and RCC drain and with slab from Chattragada to DAV Public School Rajabagicha in Ward No. 30.,Renovation of C.C. road and RCC drain and with slab from Chattragada to DAV Public School Rajabagicha in Ward No. 30.,Please refer Tender documents. ,NA ,"41,48,000",Civil Works - Others,NA ,Tender,90.0,90.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No37/2024-25,2025_ORULB_109889_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, CD-II","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012","41,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",20-Feb-2025 12:00 PM,07-Mar-2025 11:00 AM,20-Feb-2025 12:00 PM,03-Mar-2025 05:00 PM,20-Feb-2025 12:00 PM ,03-Mar-2025 05:00 PM ,20-Feb-2025 12:00 PM,03-Mar-2025 05:00 PM,"7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_109889_4,MC(CMC)CTC_Div-II_No37/2024-25,Renovation of C.C. road and RCC drain and with slab from Chattragada to DAV Public School Rajabagicha in Ward No. 30.,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,20-Jun-2025 12:22 PM,finsummary_530896.pdf (410.52 KB),Finance,Three bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Bharat Kumar Sethi,07-Mar-2025 01:23 PM,finance_530896.pdf,BOQ Comparative Chart,1.0,2842196.0,PRATAP KUMAR ROUT,INR,"3,526,199",1,2843472,Maheraj Mohammed,03-Mar-2025 02:37 PM,Rejected-AOC,Rejected,20-Jun-2025 12:26 PM,20-Jun-2025,"INR 3,526,199",90.0,Subas Chandra Sahoo,20-Jun-2025 12:25 PM,5094.pdf (276.00 KB),Work Order,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,20-Jun-2025 12:19 PM,techsummary_530896.pdf (410.53 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2842196,PRATAP KUMAR ROUT,01-Mar-2025 03:50 PM,Accepted-AOC,Accepted,20-Jun-2025 12:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2843459,Sangram keshori Ray,03-Mar-2025 02:24 PM,Rejected-AOC,Rejected,20-Jun-2025 12:26 PM,,,,,,,,,,,,,,AOC
