Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD paper Cost and other documents as per DTCN",Rourkela Municipal Corporation,MC/RMC/13/2025,2025_RMC_111247_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","Electrical Wiring and Installation to Basanti Vidyapeetha School, Basanti Colony, Rourkela.",Electrical,Please refer Tender documents. ,NA ,"5,22,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"5,220",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,01-Mar-2025 06:00 PM,17-Mar-2025 11:00 AM,01-Mar-2025 06:00 PM,13-Mar-2025 05:00 PM,NA ,NA ,01-Mar-2025 06:00 PM,13-Mar-2025 05:00 PM,"4,000",Nil,Nil,No,AOC,Commissioner,External,"Audit Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,03-Jun-2025 11:08 AM,techsummary_531855.pdf (862.25 KB),1,2853041,ECO ELECTRIC POWER SOLUTIONS,13-Mar-2025 12:41 AM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,Finance,EMD refund,Birendra Nanda,03-Jun-2025 10:00 AM,finance_531855.pdf,BOQ Comparative Chart,1.0,2852152.0,JUPITER ENGINEERS,INR,"443,746.25",10-Jun-2025,"INR 443,746.25",30.0,Birendra Nanda,10-Jun-2025 10:28 AM,BID13.pdf (862.00 KB),Awarded to Jupiter Engineering,Rourkela Municipal Corporation,2025_RMC_111247_4,MC/RMC/13/2025,"Electrical Wiring and Installation to Basanti Vidyapeetha School, Basanti Colony, Rourkela.",Commissioner,External,"Audit Officer, Superintending Engineer, Joint Commissioner",Birendra Nanda,10-Jun-2025 10:13 AM,finsummary_531855.pdf (862.25 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,AOC,,,,,,,2,2849800,EDITION INTERNATIONAL,10-Mar-2025 08:14 PM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2851563,JBS ENTERPRISES,12-Mar-2025 12:56 PM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2852152,JUPITER ENGINEERS,12-Mar-2025 06:36 PM,Accepted-AOC,By The Tender Committee,10-Jun-2025 10:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2853476,MANOJ KUMAR BHUYAN,13-Mar-2025 01:05 PM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2850204,M/S GANGA ELECTRIC,12-Mar-2025 10:25 AM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2853400,M/S SRIKALI ENTERPRISES,13-Mar-2025 01:46 PM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2849828,NARAYANI CONSTRUCTION,10-Mar-2025 08:36 PM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2853529,PRABAHA ENTERPRISES,13-Mar-2025 02:42 PM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2849758,RAKESH PATTANAYAK,10-Mar-2025 07:47 PM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,2850189,R.S. ENTERPRISE,12-Mar-2025 11:42 AM,Rejected-Technical,By The TEnder Committee,03-Jun-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
