Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Construction of 4-lane carriageway road with service road of Belpahar Bypass from 0/000 km to 2/971 km in the district of Jharsuguda (Balance work),Construction of 4-lane carriageway road with service road of Belpahar Bypass from 0/000 km to 2/971 km in the district of Jharsuguda (Balance work),Please refer Tender documents. ,NA ,"35,74,65,998",Civil Works - Roads,NA ,Tender,90.0,420.0,Jharsuguda,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,28-Nov-2024 06:55 PM,13-Dec-2024 11:30 AM,28-Nov-2024 06:55 PM,12-Dec-2024 05:30 PM,NA ,NA ,28-Nov-2024 06:55 PM,12-Dec-2024 05:30 PM,03-Feb-2025 11:30 AM,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EIC-CIVIL,CE-ROADS-II-14/2024-25,2024_EICCL_107186_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"35,75,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit","Chief Engineer, Roads-II, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar.",AOC,Technical,Opening,Lipsa Mallick,13-Dec-2024 12:55 PM,,EIC-CIVIL,2024_EICCL_107186_4,CE-ROADS-II-14/2024-25,Construction of 4-lane carriageway road with service road of Belpahar Bypass from 0/000 km to 2/971 km in the district of Jharsuguda (Balance work),CE Roads II Odisha,Internal,,Pradipta Kumar Nayak,05-Mar-2025 06:58 PM,finsummary_518474.pdf (168.93 KB),1.0,2692547.0,MEHUL GEO PROJECTS LLP,INR,"303,881,845",1,2692927,BMS PROJECTS,12-Dec-2024 02:07 PM,Rejected-Technical,Disquualified,31-Jan-2025 05:52 PM,28-Apr-2025,"INR 303,881,845",420.0,Pradipta Kumar Nayak,06-Jun-2025 04:56 PM,Belpahar_Bypass_AOC.pdf (2248.00 KB),04P1 of 2025-26,EIC Civil cum Roads,Internal,,Lipsa Mallick,31-Jan-2025 05:52 PM,03-Feb-2025 11:30 AM,techsummary_518474.pdf (302.39 KB),Finance,Finance opening,Lipsa Mallick,03-Feb-2025 12:40 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2693278,MAA SANTOSHI ENTERPRISES,12-Dec-2024 04:32 PM,Rejected-AOC,L2 bidder,06-Jun-2025 04:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2692547,MEHUL GEO PROJECTS LLP,12-Dec-2024 03:48 PM,Accepted-AOC,Selected as L1 bidder,06-Jun-2025 04:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2692844,M/s. N. C. NAHAR,12-Dec-2024 01:35 PM,Rejected-Finance,Other than L1 and L2 bidder,05-Mar-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2690868,NABA KUMAR BHUNIA,12-Dec-2024 11:51 AM,Rejected-Finance,Other than L1 and L2 bidder,05-Mar-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2693327,Shree Balaji Engicons Limited,12-Dec-2024 12:19 PM,Rejected-AOC,L1 bidder,06-Jun-2025 04:56 PM,,,,,,,,,,,,,,,,,,,,,AOC
