Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Constn. of Road and drain from Das babu Res to Sanjay Giri appartment in W.N-29,Constn. of Road and drain from Das babu Res to Sanjay Giri appartment in W.N-29,Please refer Tender documents. ,NA ,"13,81,356",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,"6,000",0.0,Nil,Nil,No,"13,814",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1,ICICI BANK,"Executive Officer, Balasore Municipality",Balasore Municipality Office,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_111,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,1.0,REVISED DTCN,Technical Bid,,AOC,1.0,2867888.0,BISWAJIT KHATUA,INR,"1,211,863.41",EO CP ME AE,Internal,,Pradeep Kumar Nayak,09-Jun-2025 12:22 PM,finsummary_533257.pdf (434.35 KB),1,2867888,BISWAJIT KHATUA,26-Mar-2025 04:53 PM,Accepted-AOC,WO,09-Jun-2025 12:24 PM,Municipal Bodies||Balasore Municipality,2025_ORULB_111643_111,BM_06_2024_25,Constn. of Road and drain from Das babu Res to Sanjay Giri appartment in W.N-29,EO CP ME AE,Internal,,Pradeep Kumar Nayak,06-Jun-2025 01:27 PM,techsummary_533257.pdf (523.52 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 05:21 PM,,BOQ Comparative Chart,09-Jun-2025,"INR 1,381,356",60.0,Pradeep Kumar Nayak,09-Jun-2025 12:24 PM,WO06111.pdf (434.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2868730,DIPTISMITA JENA,26-Mar-2025 10:36 AM,Rejected-Technical,L2,06-Jun-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
