EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"4,29,100",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,3rd Corrigendum,Other,,"Chief Construction Engineer, R.W.Circle, Bolangir","O/o the Chief Construction Engineer, R.W.Circle, Bolangir",CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,BLGR-Online-04/2024-25,2025_CERWI_109193_14,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"R.C, PAN, GSTIN, EMD, Tender Paper Cost, Affidavit regarding correctness, No relation certificate",08-Jan-2025 09:55 AM,17-Jan-2025 11:00 AM,08-Jan-2025 09:55 AM,16-Jan-2025 05:00 PM,08-Jan-2025 09:55 AM ,15-Jan-2025 05:00 PM ,08-Jan-2025 09:55 AM,16-Jan-2025 05:00 PM,04-Mar-2025 11:00 AM,1.0,ICICI BANK,Construction of Road from Tangarkerly to Chandili Road under MMSY-Improvement to Existing RD Roads in the district of Sunbarnapur for the year 2024-25,Construction of Road from Tangarkerly to Chandili Road under MMSY-Improvement to Existing RD Roads in the district of Sunbarnapur for the year 2024-25,Please refer Tender documents. ,NA ,"4,29,10,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o C.C.E, Rural Works Circle, Bolangir",No ,No,AOC,S Mahali,Internal,,Rajendra Majhi,05-Jun-2025 11:23 AM,finsummary_524558.pdf (106.97 KB),Technical,18 nos bids downloaded,Sukadev Mahali,17-Jan-2025 03:56 PM,technical_524558.pdf,S Mahali,Internal,,Sukadev Mahali,24-Feb-2025 07:14 PM,04-Mar-2025 11:00 AM,techsummary_524558.pdf (594.16 KB),Finance,16 nos bids opened,Sukadev Mahali,04-Mar-2025 02:19 PM,finance_524558.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,2025_CERWI_109193_14,BLGR-Online-04/2024-25,Construction of Road from Tangarkerly to Chandili Road under MMSY-Improvement to Existing RD Roads in the district of Sunbarnapur for the year 2024-25,1.0,2755602.0,MS TILAK CHAND AGRAWAL,INR,"36,477,175",1,2742912,BALAMAKUNDA PUROHIT,16-Jan-2025 12:25 PM,Rejected-Finance,Unsuccess in lottery system,05-Jun-2025 11:23 AM,05-Jun-2025,"INR 42,909,275.31",270.0,Rajendra Majhi,05-Jun-2025 11:31 AM,boqcomparativechart.pdf (107.00 KB),Success in lottery system,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn Over, Similar Nature of Work , Machineries and others documents as per DTCN",,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2753793,BASANT AGRAWAL,15-Jan-2025 11:29 PM,Rejected-Technical,Undertaking for Installation of Hotmix Plant within 60 km not furnished,24-Feb-2025 07:14 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2754882,GIRIDHARI LAL AGRAWAL,16-Jan-2025 01:24 PM,Rejected-Finance,Unsuccess in lottery system,05-Jun-2025 11:23 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2747692,JAI BAJRANGBALI INFRA,13-Jan-2025 06:07 PM,Rejected-Finance,Unsuccess in lottery system,05-Jun-2025 11:23 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2744724,KAMALA AGRAWAL,12-Jan-2025 03:02 PM,Rejected-Finance,Unsuccess in lottery system,05-Jun-2025 11:23 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2753973,MISHRA INFRA PROJECTS,16-Jan-2025 10:21 AM,Rejected-Finance,Unsuccess in lottery system,05-Jun-2025 11:23 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2754491,MITTAL INFRAPROJECTS,16-Jan-2025 12:02 PM,Rejected-Finance,Unsuccess in lottery system,05-Jun-2025 11:23 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2754350,M/S DASH BROTHERS AND SONS CONSTRUCTION,16-Jan-2025 02:45 PM,Rejected-Finance,Unsuccess in lottery system,05-Jun-2025 11:23 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2755602,MS TILAK CHAND AGRAWAL,16-Jan-2025 02:58 PM,Accepted-AOC,Success in lottery system,05-Jun-2025 11:33 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2755950,NILESH KUMAR AGRAWAL,16-Jan-2025 04:00 PM,Rejected-Finance,Unsuccess in lottery system,05-Jun-2025 11:23 AM,,,,,,,,AOC
