Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
"Construction of RCC Drain with cover slab from JA 12 side to existing drain via main road culvert, Jagda, W.No 37.",work,Please refer Tender documents. ,NA ,"8,60,000",Civil Works - Others,NA ,Tender,90.0,60.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,28-Jun-2026 05:26 PM,10-Dec-2024 11:00 AM,28-Nov-2024 06:00 PM,09-Dec-2024 05:00 PM,NA ,NA ,28-Nov-2024 06:00 PM,09-Dec-2024 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, Paper Cost and other Documents as per DTCN","4,000",Nil,Nil,No,Rourkela Municipal Corporation,MC/RMC/38/2024,2024_RMC_107691_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","8,600",Yes,fixed,,Nil,Nil,AOC,Commissioner,External,"Joint Commissioner, Executive Engineer, Audit Officer",Birendra Nanda,29-Jan-2025 05:23 PM,techsummary_518436.pdf (1146.55 KB),1,2690134,ANNAPURNA HITEKSHA ENTERPRISES,09-Dec-2024 03:06 PM,Not Admitted-Fee/PreQual/Technical/Finance,Price Bid not complied,29-Jan-2025 04:56 PM,Finance,EMD refund,Birendra Nanda,29-Jan-2025 04:56 PM,finance_518436.pdf,BOQ Comparative Chart,1.0,2690296.0,M/S DISTRIBUTION HOUSE,INR,"730,838.97",30-Jun-2025,"INR 730,838.97",60.0,Birendra Nanda,30-Jun-2025 04:38 PM,MCM38.pdf (1147.00 KB),Awarded to Distribution House,Rourkela Municipal Corporation,2024_RMC_107691_6,MC/RMC/38/2024,"Construction of RCC Drain with cover slab from JA 12 side to existing drain via main road culvert, Jagda, W.No 37.",Commissioner,External,"Audit Officer, Executive Engineer, Joint Commissioner",Birendra Nanda,30-Jun-2025 04:18 PM,finsummary_518436.pdf (1146.55 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,2,2690292,BALARAM KISPOTTA,09-Dec-2024 03:39 PM,Rejected-Technical,By The Tender Committee,29-Jan-2025 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2690538,GANESH CONSTRUCTION PROP. GANESH SAHOO,09-Dec-2024 04:54 PM,Rejected-Technical,By The Tender Committee,29-Jan-2025 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2689694,JITENDRA KUMAR NAYAK,09-Dec-2024 12:06 PM,Rejected-Technical,By The Tender Committee,29-Jan-2025 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2683013,KAVYA CONSTRUCTION,05-Dec-2024 11:47 AM,Rejected-Technical,By The Tender Committee,29-Jan-2025 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2690440,MAA CONSTRUCTION SUPPLIER,09-Jun-2026 05:26 PM,Rejected-Technical,By The Tender Committee,29-Jan-2025 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2690331,MITRA SEKHAR PARIDA,09-Dec-2024 03:49 PM,Rejected-Technical,By The Tender Committee,29-Jan-2025 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2690296,M/S DISTRIBUTION HOUSE,09-Dec-2024 03:36 PM,Accepted-AOC,By The Tender Committee,30-Jun-2025 04:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2690329,MS KANHA CONSTRUCTION,09-Dec-2024 03:48 PM,Rejected-Technical,By The Tender Committee,29-Jan-2025 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2689128,SUNIL KUMAR LENKA,08-Dec-2024 11:49 PM,Not Admitted-Fee/PreQual/Technical/Finance,Price Bid not complied,29-Jan-2025 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
