S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2873560.0,M.J.CONSTRUCTION,INR,"42,363,582.75",SUJIT BEHERA,Internal,EE ESTIMATOR DAO,Madhusmita Mohanty,03-May-2025 10:03 AM,finsummary_533758.pdf (26.36 KB),Technical,8 NOS BIDDER,Mousumee Patel,03-Apr-2025 02:05 PM,technical_533758.pdf,CE RW I||RWCIRCLE-SAMBALPUR,2025_CERWI_111792_1,ROAD TENDER ONLINE RWCSBP-22/2024-25,Construction of Road from Dangapal to Dhengurijore Road under MMSY-CMRL scheme in the district of Deogarh for the year 2024-25.Construction of Road from Dangapal to Dhengurijore Road under MMSY-CMRL scheme in the district of Deogarh for the year 2024,Finance,7 NOS BIDDER,Mousumee Patel,16-Apr-2025 02:07 PM,finance_533758.pdf,BOQ Comparative Chart,SANJAY KUMAR MISHRA,Internal,EE ESTIMATOR DAO,sanjay Kumar Mishra,11-Apr-2025 01:46 PM,16-Apr-2025 11:00 AM,techsummary_533758.pdf (497.35 KB),1,2871521,DHANESWAR SAHU,30-Mar-2025 11:48 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,03-May-2025 10:03 AM,17-Jun-2025,"INR 42,363,582.75",270.0,Sujit Behera,17-Jun-2025 04:33 PM,TECH.pdf (26.00 KB),AOC,AOC,1.0,Fee/PreQual/Technical,.pdf,"Online copy of Tender cost, EMD, GSTIN, PAN, RC, Affidavit and other document as per DTCN",19-Mar-2025 06:00 PM,03-Apr-2025 11:00 AM,19-Mar-2025 06:00 PM,02-Apr-2025 05:00 PM,19-Mar-2025 06:00 PM ,29-Mar-2025 05:00 PM ,19-Mar-2025 06:00 PM,02-Apr-2025 05:00 PM,16-Apr-2025 11:00 AM,CCE RW CIRCLE SAMBALPUR,CCE RW CIRCLE SAMBALPUR,"10,000",0.0,Nil,Nil,No,Construction of Road from Dangapal to Dhengurijore Road under MMSY-CMRL scheme in the district of Deogarh for the year 2024-25.Construction of Road from Dangapal to Dhengurijore Road under MMSY-CMRL scheme in the district of Deogarh for the year 2024,Construction of Road from Dangapal to Dhengurijore Road under MMSY-CMRL scheme in the district of Deogarh for the year 2024-25.,Please refer Tender documents. ,NA ,"4,98,33,646",Civil Works - Roads,NA ,Tender,90.0,270.0,Deogarh,768108.0,NA ,NA ,NA ,CCE RW CIRCLE SAMBALPUR,No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR,ROAD TENDER ONLINE RWCSBP-22/2024-25,2025_CERWI_111792_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"4,98,336",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2873560,M.J.CONSTRUCTION,31-Mar-2025 11:27 PM,Accepted-AOC,AOC,17-Jun-2025 04:34 PM,,,,,,,,AOC,2.0,Finance,.xls,BILL OF QUANTITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2874536,M/S PANI CONSTRUCTIONS,02-Apr-2025 12:49 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,03-May-2025 10:03 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2873056,NANDA KISHOR MAHAPATRA,29-Mar-2025 11:58 AM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,03-May-2025 10:03 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2874589,Niranjan Mahapatra,02-Apr-2025 12:39 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,03-May-2025 10:03 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2864310,SANJIT KUMAR NAIK,01-Apr-2025 10:50 PM,Rejected-Finance,NOT QUALIFIED IN LOTTERY SYSTEM,03-May-2025 10:03 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2872936,tapan kumar sahu,31-Mar-2025 06:22 PM,Rejected-Finance,L2 BIDDER,03-May-2025 10:03 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2873147,UNIVERSAL CONSTRUCTION,02-Apr-2025 11:16 AM,Rejected-Technical,Due to non submission of ATO as per DTCN clause No.2.1.5,11-Apr-2025 01:46 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
