Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Chief Engineer,RWC,Angul",At-Hamikpada Po-Hakikmpada District- Angul Pin-759143,"5,08,940",Yes,percentage,1.0%,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Deranga Ghantianali road under MMSY Improvement to Existing R.D.Road,Deranga Ghantianali road under MMSY Improvement to Existing R.D.Road,. ,NA ,"5,08,94,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Angul,759122.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,11-Jan-2025 05:00 PM,24-Jan-2025 11:00 AM,11-Jan-2025 05:00 PM,22-Jan-2025 05:00 PM,11-Jan-2025 05:00 PM ,21-Jan-2025 01:00 PM ,11-Jan-2025 05:00 PM,22-Jan-2025 05:00 PM,14-Feb-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD one percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness",CE RW I||RWCIRCLE-ANGUL,Road Online-AGL-18/2024-25,2025_CERWI_109176_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,6nos bidder found,Baikuntha Nath Sarangi,28-Jan-2025 12:36 PM,technical_525392.pdf,CE RW I||RWCIRCLE-ANGUL,2025_CERWI_109176_5,Road Online-AGL-18/2024-25,Deranga Ghantianali road under MMSY Improvement to Existing R.D.Road,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,19-Jun-2025 11:15 AM,finsummary_525392.pdf (2759.51 KB),1.0,2770591.0,MANAS RANJAN ROUT,INR,"43,265,030",19-Jun-2025,"INR 43,265,030",270.0,Anup Kumar Behera,19-Jun-2025 11:18 AM,Derenga.pdf (2760.00 KB),REFUND OF E.M.D,1,2770968,BISWAJIT SAHOO,22-Jan-2025 02:53 PM,Rejected-AOC,0,19-Jun-2025 11:18 AM,Chief Engineer,Internal,E.E DAO ESTIMATOR,Baikuntha Nath Sarangi,11-Feb-2025 03:41 PM,14-Feb-2025 11:00 AM,techsummary_525392.pdf (513.51 KB),Finance,Five Bidders found,Baikuntha Nath Sarangi,14-Feb-2025 01:14 PM,finance_525392.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Labour licence,Similar nature of work ,Annual Turn Over,Work in hand ,No relation certificate,Litiga",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2771393,MAHIMALEKH INFRADEV PRIVATE LIMITED,22-Jan-2025 04:56 PM,Rejected-AOC,0,19-Jun-2025 11:18 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2770591,MANAS RANJAN ROUT,22-Jan-2025 02:03 PM,Accepted-AOC,Winner of Lottery among the 1st lowest bidders,19-Jun-2025 11:18 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2770673,M/S Jawahar Mohanty,22-Jan-2025 01:36 PM,Rejected-AOC,0,19-Jun-2025 11:18 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2769759,M/S. OMM ENGINEERING,22-Jan-2025 02:59 PM,Rejected-Technical,Due to non submission of work in hand certificate as per Clause 2.2.2 of ITB of DTCN,11-Feb-2025 03:41 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2765915,M/s.SUBHRANSU SOBHAN PATTANAIK,22-Jan-2025 10:34 AM,Rejected-AOC,0,19-Jun-2025 11:18 AM,,,,,,,,,,,,,,AOC
