Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2759559,G DEEPAK KUMAR,17-Jan-2025 02:08 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2751107,HARAPRASAD KHANDUAL,15-Jan-2025 05:49 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2758286,HARI KRUSHNA PURUSOTAM,17-Jan-2025 12:43 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2755792,JANI VENKATA RAO BAURI,16-Jan-2025 11:23 PM,Rejected-Technical,Disqualified due to non fulfil the criteria of contractor registration,03-Jun-2025 12:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2755057,KHAGESWAR SAHU,16-Jan-2025 04:12 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2754935,MINAKHI PRASAD PANIGRAHI,16-Jan-2025 01:24 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2758384,MONALISHA PADHY,17-Jan-2025 11:51 AM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2758334,Muna Chanda,17-Jan-2025 10:28 AM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2759103,NIRAKAR SABAR,17-Jan-2025 12:56 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2752743,Niranjan Behera,15-Jan-2025 06:25 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2759128,NIRANJAN DASH,17-Jan-2025 02:07 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2750108,P MUTTI RAJU,14-Jan-2025 08:18 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2747892,P.Yogeswer Rao,17-Jan-2025 08:41 AM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2745223,RAMA KRUSHNA PANIGRAHI,12-Jan-2025 07:29 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2758050,SANTOSH KUMAR LABALA,17-Jan-2025 02:41 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2753325,SANTOSH KUMAR MOHAPATRA,16-Jan-2025 03:07 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2758284,SARALA NANDI KISHORE,17-Jan-2025 12:07 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,2750053,SIBASIS SAHU,15-Jan-2025 06:33 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,2747160,SIRLA LAXMAN RAO,13-Jan-2025 03:44 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,2760090,TANGUDU KALYAN KUMAR,17-Jan-2025 04:01 PM,Rejected-AOC,Unsuccessful Lottery,03-Jun-2025 01:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
