Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",21-May-2025 02:00 PM,30-May-2025 05:00 PM,21-May-2025 02:00 PM,30-May-2025 04:00 PM,NA ,NA ,21-May-2025 02:00 PM,30-May-2025 04:00 PM,Municipal Bodies||Bhawanipatna Municipality,BPM/02/2025-26,2025_ORULB_113631_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of CC Road with drain from Habib house to Malaya pattanaik house in ward No.16,Construction of CC Road with drain from Habib house to Malaya pattanaik house in ward No.16,Please refer Tender documents. ,NA ,"11,27,119",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,1.0,ICICI BANK,"11,300",Yes,fixed,,Nil,Nil,AOC,Chairperson,Internal,,Pratik Rath,25-Jun-2025 09:18 AM,techsummary_540433.pdf (1957.09 KB),CHAIRPERSON,Mixed,,Pratik Rath,25-Jun-2025 11:50 AM,finsummary_540433.pdf (1957.09 KB),Finance,accepted,BANAMALI MEHER,02-Jun-2025 10:17 AM,,BOQ Comparative Chart,25-Jun-2025,"INR 958,165.26",30.0,Pratik Rath,25-Jun-2025 11:55 AM,46proceeding.pdf (1957.00 KB),Municipal Bodies||Bhawanipatna Municipality,2025_ORULB_113631_26,BPM/02/2025-26,Construction of CC Road with drain from Habib house to Malaya pattanaik house in ward No.16,1.0,2937522.0,TRINATH HARPAL,INR,"958,165.26",1,2931736,AKASH AGRAWAL,28-May-2025 01:58 PM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2941218,AMIT SETHI,30-May-2025 05:11 AM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2941276,BASANTA KUMAR NAIK,30-May-2025 05:20 AM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2937157,BIBHUTI BHUSAN PANDA,29-May-2025 06:26 AM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2930517,BIKASH KUMAR SAHANI,25-May-2025 08:23 PM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2934995,BUKHARI FAKIR KHAN,30-May-2025 01:30 AM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2941840,DEBENDRA KUMAR NAIK,30-May-2025 08:29 AM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2930786,DEEPAK KUMAR SAHANI,25-May-2025 07:41 PM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2941953,DOLAMANI CHOUDHURY,30-May-2025 03:22 PM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2937549,DUKHISHYAM DHANGADA MAJHI,28-May-2025 10:42 PM,Rejected-Finance,L3,25-Jun-2025 11:50 AM,AOC
