Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh",Municipal Bodies||Rajgangpur Municipality,EO/RGP/02 of 2025-26,2025_ORULB_111470_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,11-Mar-2025 10:00 AM,25-Mar-2025 11:00 AM,11-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,NA ,NA ,11-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT.",Construction of Paver Block road from Kalam Hosue towards Parvej House in Ward No.04,Construction of Paver Block road from Kalam Hosue towards Parvej House in Ward No.04,Please refer Tender documents ,NA ,"6,50,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,1.0,ICICI BANK,"6,500",Yes,fixed,,Nil,Nil,AOC,Madhuri Lugun,Internal,,Victor Soreng,02-Jun-2025 07:20 PM,finsummary_532746.pdf (961.42 KB),Municipal Bodies||Rajgangpur Municipality,2025_ORULB_111470_5,EO/RGP/02 of 2025-26,Construction of Paver Block road from Kalam Hosue towards Parvej House in Ward No.04,1.0,2864241.0,BHARAT CONSTRUCTION,INR,"650,000",Finance,ok,Victor Soreng,31-May-2025 04:15 PM,finance_532746.pdf,BOQ Comparative Chart,02-Jun-2025,"INR 650,000",90.0,Victor Soreng,02-Jun-2025 08:07 PM,525.pdf (407.00 KB),1,2865343,AMARENDRA BISWAL,23-Mar-2025 02:12 PM,Rejected-AOC,Rejected,02-Jun-2025 08:07 PM,Madhuri Lugun,Internal,,Victor Soreng,31-May-2025 04:24 PM,techsummary_532746.pdf (961.42 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2864241,BHARAT CONSTRUCTION,22-Mar-2025 01:11 AM,Accepted-AOC,Selected,02-Jun-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2864067,BHARAT TANTY,21-Mar-2025 07:36 PM,Rejected-AOC,Rejected,02-Jun-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2863406,CLEMENT KERKETTA,21-Mar-2025 05:27 PM,Rejected-AOC,Rejected,02-Jun-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2866766,EVA PRATIMA XALXO,24-Mar-2025 02:01 PM,Rejected-AOC,Rejected,02-Jun-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2865434,GIRIJA PRASAD SAMAL,23-Mar-2025 04:44 PM,Rejected-AOC,Rejected,02-Jun-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2865066,GITA SAGAR,22-Mar-2025 10:34 PM,Rejected-AOC,Rejected,02-Jun-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2863295,IFTEKHAR AHMED,21-Mar-2025 01:53 AM,Rejected-AOC,Rejected,02-Jun-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2865295,Karttik Sing,23-Mar-2025 01:23 PM,Rejected-AOC,Rejected,02-Jun-2025 08:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2863125,KIRAN KUMAR BADAIK,20-Mar-2025 08:04 PM,Rejected-AOC,Rejected,02-Jun-2025 08:07 PM,,,,,,,AOC
