Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",Nil,Nil,No,"3,03,000",Yes,fixed,,Nil,Nil,Infrastructure development of CHENGEJHARAN PRY SCHOOL UDUSU AND UDUSU GOVT HIGH SCHOOL under BISRA,Infrastructure development of CHENGEJHARAN PRY SCHOOL UDUSU AND UDUSU GOVT HIGH SCHOOL under BISRA,Please refer Tender documents. ,NA ,"3,02,57,686",Civil Works - Buildings,NA ,Tender,90.0,330.0,SUNDARGARH,770001.0,NA ,NA ,NA ,DPO SS SUNDARGARH,No ,No,DPC SS SNG,DPC SS SNG,21-Mar-2025 09:00 AM,11-Apr-2025 05:30 PM,21-Mar-2025 09:00 AM,11-Apr-2025 05:00 PM,21-Mar-2025 09:00 AM ,11-Apr-2025 05:00 PM ,21-Mar-2025 09:00 AM,11-Apr-2025 05:00 PM,26-Apr-2025 10:35 AM,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,DPC/SS/SNG/11,2025_OPEPA_111796_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"LICENSE, PAN, GST, EXPERIENCE, TOOLS AND PLANTS, ALL DOCUMENTS AS PER DTCN",1.0,ICICI BANK,AOC,09-Jun-2025,"INR 27,050,371.88",330.0,Amulya Kumar Pradhan,08-Jun-2025 12:06 PM,1117967.pdf (399.00 KB),1,2881401,AJAY KUMAR AGRAWAL,11-Apr-2025 09:06 AM,Rejected-AOC,did not win lottery,08-Jun-2025 12:06 PM,DPC SS SNG,Internal,,Biswamanohar Subudhi,26-Apr-2025 10:28 AM,26-Apr-2025 10:35 AM,techsummary_533797.pdf (369.49 KB),1.0,CORRECTION IN TECHNICAL EVALUATION,CORRECTION IN TECHNICAL EVALUATION,25-Apr-2025 08:02 PM,A7.pdf ,100.37,Technical Opening,Finance,SUMMARY,Amulya Kumar Pradhan,26-Apr-2025 11:33 AM,finance_533797.pdf,BOQ Comparative Chart,Technical,SUMMERY,Biswamanohar Subudhi,26-Apr-2025 09:52 AM,technical_533797.pdf,OPEPA Bhubaneswar||Samagra Shiksha Sundargarh,2025_OPEPA_111796_7,DPC/SS/SNG/11,Infrastructure development of CHENGEJHARAN PRY SCHOOL UDUSU AND UDUSU GOVT HIGH SCHOOL under BISRA,DPC SS SNG,Internal,,Amulya Kumar Pradhan,08-Jun-2025 12:03 PM,finsummary_533797.pdf (370.18 KB),1.0,2879583.0,BHABANI SHANKAR PATEL,INR,"27,050,371.88",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ALL DOCUMENTS AS PER DTCN,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2,2880713,AJAY KUMAR SAHU,10-Apr-2025 05:34 PM,Rejected-AOC,did not win lottery,08-Jun-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,3,2879583,BHABANI SHANKAR PATEL,10-Apr-2025 07:44 AM,Accepted-AOC,won lottery,08-Jun-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2880539,BIJAYA KUMARA JAISWAL,10-Apr-2025 11:58 AM,Rejected-AOC,did not win lottery,08-Jun-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2880845,BIJAY KUMAR AGRAWAL,10-Apr-2025 02:53 PM,Rejected-AOC,did not win lottery,08-Jun-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2881494,ETWA BECK,11-Apr-2025 12:25 PM,Rejected-AOC,did not win lottery,08-Jun-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2875215,M/S SARAT KUMAR SAHOO,10-Apr-2025 01:52 PM,Rejected-Finance,L2 rejected,08-Jun-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2882336,SRIJAN CONSTRUCTION,11-Apr-2025 03:01 PM,Rejected-AOC,did not win lottery,08-Jun-2025 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2881178,S SUVENDU,11-Apr-2025 03:53 PM,Rejected-Technical,REJECTED,26-Apr-2025 10:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2882285,SUBHADRARANI BISWAL,11-Apr-2025 02:27 PM,Rejected-Technical,REJECTED,26-Apr-2025 10:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
