Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Seven bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Dibya Ranjan Tripathy,25-Sep-2023 03:38 PM,finance_458748.pdf,BOQ Comparative Chart,1.0,2253478.0,SAUMYA RANJAN BEURA,INR,"224,623",Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_91649_14,MC(CMC)CTC_Div-II_No21/2023-24,Sinking of 100mm dia BORE WELL near Toilet side of Biju Pattnaik Film Institute in Ward No.35.,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,07-Jun-2025 11:33 AM,finsummary_458748.pdf (78.51 KB),Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,07-Jun-2025 11:20 AM,techsummary_458748.pdf (78.51 KB),1,2252116,CHINTAMANI SHUKLA,12-Sep-2023 09:04 PM,Rejected-AOC,Rejected,07-Jun-2025 12:00 PM,07-Jun-2025,"INR 224,623",30.0,Antarjyamee Patra,07-Jun-2025 12:00 PM,chat.pdf (79.00 KB),WO,AOC,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No21/2023-24,2023_ORULB_91649_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,700",Yes,fixed,,Nil,Nil,Sinking of 100mm dia BORE WELL near Toilet side of Biju Pattnaik Film Institute in Ward No.35.,Sinking of 100mm dia BORE WELL near Toilet side of Biju Pattnaik Film Institute in Ward No.35.,Please refer Tender documents. ,NA ,"2,64,231",Civil Works - Others,NA ,Tender,105.0,30.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1.0,ICICI BANK,1.0,1ST Corrigendum Notice,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012","2,360",0.0,Nil,Nil,No,05-Sep-2023 01:30 PM,25-Sep-2023 10:00 AM,05-Sep-2023 01:30 PM,18-Sep-2023 05:30 PM,NA ,NA ,05-Sep-2023 01:30 PM,18-Sep-2023 05:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2252898,HRUSHIKESH SAHOO,13-Sep-2023 12:09 PM,Rejected-AOC,Rejected,07-Jun-2025 12:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2252875,JYOTI ENTERPRISES,13-Sep-2023 12:28 PM,Rejected-AOC,Rejected,07-Jun-2025 12:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2253367,KRUSHNA CHANDRA MUNDA,13-Sep-2023 02:46 PM,Rejected-AOC,Rejected,07-Jun-2025 12:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2253428,KSHIROD CHANDRA BEHERA,13-Sep-2023 03:13 PM,Rejected-AOC,Rejected,07-Jun-2025 12:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2260527,PITAMBER MALIK,18-Sep-2023 01:59 PM,Rejected-AOC,Rejected,07-Jun-2025 12:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2253478,SAUMYA RANJAN BEURA,13-Sep-2023 03:25 PM,Accepted-AOC,Accepted,07-Jun-2025 12:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
