Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"SE RW Division-II, Kendrapara",Internal,,Suraj Biswal,27-May-2025 12:05 PM,techsummary_535559.pdf (1393.49 KB),06-Jun-2025,"INR 2,142,499",30.0,Suraj Biswal,06-Jun-2025 01:16 PM,divoffice.pdf (1393.00 KB),1,2884839,AKASH MALIK,15-Apr-2025 02:31 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,Finance,q,Suraj Biswal,27-May-2025 12:00 PM,finance_535559.pdf,BOQ Comparative Chart,1.0,2880172.0,PRANENDU PRADHAN,INR,"2,142,499",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION II-KENDRAPARA,2025_CERWI_112263_1,E PROCUREMENT NOTICE NO.RWD-II/KPD-15/24-25,"Repair and Renovation of R.W Division-II, Kendrapara for the year 2024-25","SE RW Division-II, Kendrapara",Internal,,Suraj Biswal,06-Jun-2025 01:10 PM,finsummary_535559.pdf (1393.49 KB),AOC,"Repair and Renovation of R.W Division-II, Kendrapara for the year 2024-25","Repair and Renovation of R.W Division-II, Kendrapara for the year 2024-25",Please refer Tender documents. ,NA ,"25,21,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kendrapda,754211.0,NA ,NA ,NA ,"S.E R.W Division-II, Kendrapara, near New Medical",No ,No,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION II-KENDRAPARA,E PROCUREMENT NOTICE NO.RWD-II/KPD-15/24-25,2025_CERWI_112263_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"25,210",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"No relation, GST, PAN etc. as per DTCN",1.0,ICICI BANK,"SE R.W Division-II, Kendrapara","S.E R.W Division-II, Kendrapara, near New Medical","6,000",0.0,Nil,Nil,No,07-Apr-2025 12:00 PM,16-Apr-2025 11:00 AM,07-Apr-2025 12:00 PM,15-Apr-2025 05:00 PM,07-Apr-2025 12:00 PM ,11-Apr-2025 05:00 PM ,07-Apr-2025 12:00 PM,15-Apr-2025 05:00 PM,AOC
,,,,,,,,,,,,2,2884803,ANIL KUMAR THATOI,15-Apr-2025 02:10 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2878252,BALADEVJEW CONSTRUCTIONS PRIVATE LIMITED,07-Apr-2025 05:02 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2884229,BIPINBIHARI DAS,14-Apr-2025 11:06 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2884601,BISWA BHUSAN SAMAL,15-Apr-2025 12:53 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2883316,BRAHMANANDA SAHOO,13-Apr-2025 07:27 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2884935,DHIRENDRA KUMAR MALIK,15-Apr-2025 03:36 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2879793,GAGAN BIHARI DASH,09-Apr-2025 02:39 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2884566,GAMAN KUMAR BEHERA,15-Apr-2025 01:00 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2884943,JITENDRA KUMAR SAMAL,15-Apr-2025 03:50 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,2884531,KALPANA PRADHAN,15-Apr-2025 12:34 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,12,2878683,Khetrabasi Jena,08-Apr-2025 11:30 AM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,13,2878238,M/s BISWORANJAN DASH,07-Apr-2025 04:51 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,14,2885015,M/S SATABDISAI CONSTRUCTION,15-Apr-2025 04:22 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,15,2883190,MURALIDHAR SAHOO,13-Apr-2025 12:44 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,16,2884315,NIRAJA DAS,15-Apr-2025 09:52 AM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,17,2884245,NIRMALA KUMAR DAS,14-Apr-2025 11:16 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,18,2880172,PRANENDU PRADHAN,09-Apr-2025 08:40 PM,Accepted-AOC,Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,19,2878269,PRIYARANJAN DASH,07-Apr-2025 05:23 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,20,2884383,RAMAKANTA DASH,15-Apr-2025 11:17 AM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,21,2884565,SAFIKUR REHMAN,15-Apr-2025 01:13 PM,Rejected-AOC,Not Qualified,06-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
