Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Tender Stage
"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","6,000",Nil,Nil,No,1.0,ICICI BANK,"Construction of drain from MI 80 to 66, MI 95 to 81, MI 250 to 123 and MI 1 to 65, Chhend",Works,Please refer Tender documents. ,NA ,"24,89,000",Civil Works - Others,NA ,Tender,90.0,120.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, Paper Cost and other documents as per DTCN",01-Aug-2023 03:00 PM,11-Aug-2023 11:00 AM,01-Aug-2023 03:00 PM,10-Aug-2023 05:00 PM,NA ,NA ,01-Aug-2023 03:00 PM,10-Aug-2023 05:00 PM,Rourkela Municipal Corporation,MC/RMC/17/2023,2023_RMC_91492_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"24,890",Yes,fixed,,Nil,Nil,AOC,"7,080",Nil,Nil,No,"12,481",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||SATYABADI Block,2/25-26,2025_ZPSAT_111740_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,CONST. OF ACR AT BADATOTA PS KETAKIPATNA,CONST. OF ACR AT BADATOTA PS KETAKIPATNA,Please refer Tender documents. ,NA ,"12,48,137",Civil Works - Buildings,NA ,Rate Contract,120.0,NA ,SATYABADI,752014.0,NA ,NA ,NA ,SATYABADI,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,GST RC PAN,BDO SATYABADI,OFFICE OF PANCHAYAT SAMITI SATYABADI,18-Mar-2025 10:00 AM,29-Mar-2025 11:00 AM,18-Mar-2025 10:00 AM,28-Mar-2025 05:00 PM,NA ,NA ,18-Mar-2025 10:00 AM,28-Mar-2025 05:00 PM,AOC,1,2869694,Bajrangi Electrical Construction and Services,28-Mar-2025 01:13 PM,Rejected-Finance,NOT L1 BIDDER,24-Apr-2025 12:28 PM,09-Jun-2025,"INR 1,061,019",90.0,DEBASHIS NAYAK,09-Jun-2025 09:33 AM,WorkorderBadatotaAcr.pdf (192.00 KB),BDO,Internal,BDO AEE AE AO SO DA JE,DEBASHIS NAYAK,24-Apr-2025 12:28 PM,finsummary_533488.pdf (195.44 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||SATYABADI Block,2025_ZPSAT_111740_2,2/25-26,CONST. OF ACR AT BADATOTA PS KETAKIPATNA,1.0,2872171.0,Tapan Kumar Sena,INR,"1,061,019",Finance,5 BIDS RECEIVED,DEBASHIS NAYAK,03-Apr-2025 11:49 AM,finance_533488.pdf,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,AOC,2,2872182,MANORAMA SAMANTARAY,28-Mar-2025 03:19 PM,Rejected-Finance,NOT L1 BIDDER,24-Apr-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,AOC,3,2871470,NAMAI CHARAN DASH,28-Mar-2025 07:14 AM,Rejected-Finance,NOT L1 BIDDER,24-Apr-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2871509,RAMESH SETHI,28-Mar-2025 09:19 AM,Rejected-Finance,NOT L1 BIDDER,24-Apr-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2872171,Tapan Kumar Sena,28-Mar-2025 03:58 PM,Accepted-AOC,L1 BIDDER THROUGH LOTTERY,09-Jun-2025 09:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
