S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Corrigendum,Date,,Improvement such as strengthening of Chhatabara Paniora Mahula Road from Ch.0.00 km to 10.930 km in the District of Khordha for the year 2024-25,Improvement such as strengthening of Chhatabara Paniora Mahula Road from Ch.0.00 km to 10.930 km in the District of Khordha for the year 2024-25,Please refer Tender documents. ,NA ,"9,99,26,429",Civil Works - Roads,NA ,Tender,90.0,270.0,Khordha,752055.0,NA ,NA ,NA ,O/O CCE Khordha RandB Circle Khordha,No ,No,EIC-CIVIL||SERNB-CIRCLE-KHURDA,15 of 2024-25,2024_EICCL_107128_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy Tender cost, EMD , GSTIN, PAN, Contractor RC and Affidavit",16-Nov-2024 06:55 PM,09-Dec-2024 11:30 AM,16-Nov-2024 06:55 PM,07-Dec-2024 05:00 PM,NA ,NA ,16-Nov-2024 06:55 PM,07-Dec-2024 05:00 PM,10-Jan-2025 11:30 AM,1.0,ICICI BANK,CCE Khordha RandB Circle Khordha,O/o the Chief Construction Engineer Khordha R and B Circle Khordha,"9,99,264",Yes,fixed,,Nil,Nil,AOC,1,2675651,ABHISEK SINGH SAMANTA,05-Dec-2024 03:52 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,26-Jun-2025,"INR 84,947,457",270.0,Rama Chandra Sethi,26-Jun-2025 03:08 PM,IMG_0001.pdf (4698.00 KB),cce,Internal,"pa,dao,se",Rasmi Ranjan Sahoo,08-Jan-2025 07:22 PM,10-Jan-2025 11:30 AM,techsummary_516456.pdf (3145.04 KB),Finance,open,Rasmi Ranjan Sahoo,10-Jan-2025 11:57 AM,,BOQ Comparative Chart,Technical,OPEN,Rasmi Ranjan Sahoo,09-Dec-2024 03:32 PM,,EIC-CIVIL||SERNB-CIRCLE-KHURDA,2024_EICCL_107128_1,15 of 2024-25,Improvement such as strengthening of Chhatabara Paniora Mahula Road from Ch.0.00 km to 10.930 km in the District of Khordha for the year 2024-25,cce,Internal,pa,Rama Chandra Sethi,26-Jun-2025 03:04 PM,finsummary_516456.pdf (422.31 KB),1.0,2675450.0,SIBU KANUNGO,INR,"84,947,457",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,2,2672822,BICHITRANANDA SAMANTARAY,05-Dec-2024 03:06 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,AOC,3,2674233,DILLIP KUMAR SWAIN,02-Dec-2024 01:31 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2675553,HINDUSTHAN CONSTRUCTION,02-Dec-2024 01:15 PM,Rejected-Technical,Disqualified,08-Jan-2025 07:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2675662,M/s GHANASHYAM CONSTRUCTIONS,02-Dec-2024 03:16 PM,Rejected-Technical,Disqualified,08-Jan-2025 07:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2687771,MS GLOBAL CONSTRUCTION,07-Dec-2024 04:30 PM,Rejected-Finance,L2 bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2675399,M/S P B CONSTRUCTION,02-Dec-2024 02:21 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2666009,OM MAA CONSTRUCTION,02-Dec-2024 02:14 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2687587,RKSS CONSTRUCTION PRIVATE LIMITED,07-Dec-2024 03:26 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2670978,SIBA PRASAD PARIDA,02-Dec-2024 03:11 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2675450,SIBU KANUNGO,02-Dec-2024 02:21 PM,Accepted-AOC,Agreement done,26-Jun-2025 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2675925,SPAN INFRA BUILDERS PVT. LTD,02-Dec-2024 03:41 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2675580,SRI BANSHIDHAR PANDA,02-Dec-2024 01:58 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2676428,Subash Chandra Mohanty,02-Dec-2024 05:27 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2684248,sumanta kumar saw,05-Dec-2024 07:36 PM,Rejected-Finance,Other than lottery bidder,26-Jun-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
