S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,2878496,Arihant Electricals and Engineers,09-Apr-2025 09:02 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 01:16 PM,Finance,bid has been opened,Khagendra Barik,12-Apr-2025 07:40 PM,finance_535130.pdf,BOQ Comparative Chart,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,19-Jun-2025 01:16 PM,finsummary_535130.pdf (1830.08 KB),19-Jun-2025,"INR 2,641,110",45.0,Khagendra Barik,19-Jun-2025 01:20 PM,BHALUDUNGURI.pdf (1830.00 KB),LI BIDDER HAS RESPOND,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,19-Jun-2025 01:12 PM,techsummary_535130.pdf (1830.08 KB),1.0,2880275.0,PABITRA ELECTRICAL WORKSHOP,INR,"2,245,208",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2025_RWSS_112120_8,BID NO 24 OF 2024 -25,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Bhaludunguri, Jhalbahal, Nuapali under Khaprakhol Block in Balangir District",AOC,02-Apr-2025 03:00 PM,11-Apr-2025 11:00 AM,02-Apr-2025 03:00 PM,10-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 03:00 PM,10-Apr-2025 05:00 PM,Superintending Engineer,Superintending Engineer RWSS Division Balangir,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 24 OF 2024 -25,2025_RWSS_112120_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, GST,PAN, Contractor Registration Certificate, Experience Certificate etc","26,411",Yes,percentage,1.0%,Nil,Nil,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Bhaludunguri, Jhalbahal, Nuapali under Khaprakhol Block in Balangir District","Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Bhaludunguri, Jhalbahal, Nuapali under Khaprakhol Block in Balangir District",Please refer DTCN ,NA ,"26,41,110",Electrical Works,Electrical Works ,Tender,90.0,45.0,"Bhaludunguri, Jhalbahal under Khaprakhol Block",767028.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,"6,000",0.0,Nil,Nil,No,AOC
2,2879218,ASHOK CHANDRA PATRA,08-Apr-2025 06:37 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,2878851,BIRENDRA KUMAR PATRA,10-Apr-2025 11:55 AM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,2880660,MAA BHUBANESWARI ELECTRICALS,10-Apr-2025 04:01 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,2877151,"M/s Ramchandi Construction, Nayagargh",06-Apr-2025 09:28 AM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,2877388,M/S SAMBEET SUPPLIERS,06-Apr-2025 06:01 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,2880685,M/S SAROJINEE POWER AND CONSTRUCTION,10-Apr-2025 01:26 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,2880275,PABITRA ELECTRICAL WORKSHOP,10-Apr-2025 03:27 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,19-Jun-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,2880350,PNP CONSTRUCTION,10-Apr-2025 11:18 AM,Rejected-AOC,REJECTED AS PER OPWD CODE,19-Jun-2025 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,2879973,SIMANCHAL KUMAR PANDA,09-Apr-2025 05:43 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,2880905,SURENDRA KUMAR AGRAWAL,10-Apr-2025 04:18 PM,Rejected-Technical,AS PER DTCN,19-Jun-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
