Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
25-Jan-2025 09:00 AM,01-Feb-2025 11:30 AM,25-Jan-2025 09:00 AM,31-Jan-2025 05:30 PM,NA ,NA ,25-Jan-2025 09:00 AM,31-Jan-2025 05:30 PM,1.0,ICICI BANK,"2,520",Yes,fixed,,Nil,Nil,SUPERINTENDING ENGINEER,"SUPERINTENDING ENGINEER RURAL WORKS DIVISION, GAJAPATI, PARALAKHEMUNDI","2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GAJAPATI,10/GJP/2024-25,2025_CERWI_109789_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper and EMD Online, License, Pan, GST, Affidavits as per DTCN",Maintenance of R.I Office at Mandalsahi for the year 2024-25,Maintenance of R.I Office at Mandalsahi for the year 2024-25,Please refer Tender documents. ,NA ,"2,52,000",Civil Works - Buildings,NA ,Tender,90.0,NA ,"Gajapati, Paralakhemundi",761200.0,NA ,NA ,NA ,SE RWD GAJAPATI PARALAKHEMUNDI,No ,No,AOC,25-Jun-2025,"INR 251,352.66",30.0,Puspanjali Nayak,25-Jun-2025 05:12 PM,Mandalsahii.pdf (611.00 KB),1,2789991,BINNALA VIJAYA BABU,30-Jan-2025 09:19 PM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Puspanjali Nayak,25-Jun-2025 04:44 PM,techsummary_527132.pdf (392.37 KB),SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Puspanjali Nayak,25-Jun-2025 04:51 PM,finsummary_527132.pdf (392.37 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GAJAPATI,2025_CERWI_109789_6,10/GJP/2024-25,Maintenance of R.I Office at Mandalsahi for the year 2024-25,1.0,2785426.0,SAROJ PATRA,INR,"213,675",Finance,Admitted,Puspanjali Nayak,25-Jun-2025 04:34 PM,finance_527132.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2791069,GOTTIPILLI NABIN,31-Jan-2025 12:50 PM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2790803,JALUMURU SANKAR RAO,31-Jan-2025 10:16 AM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2789937,KALISETTI AMARAVATHI,30-Jan-2025 04:40 PM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2784918,KOMMURU ANUSHA,28-Jan-2025 08:39 PM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2782522,LAXMIKANTA PRADHAN,28-Jan-2025 08:38 AM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2785788,MANDALA SANKAR RAO,29-Jan-2025 02:38 PM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2791046,NARASINGHO APPATTO,31-Jan-2025 12:53 PM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2791318,NILANDI SWAIN,31-Jan-2025 02:51 PM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2791187,NIRUPAMA TULO,31-Jan-2025 01:19 PM,Rejected-AOC,Work awarded to Sri Saroj Kumar Patro,25-Jun-2025 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
