S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",590.0,0.0,Nil,Nil,No,Odisha State Co. Milk Producers Federation Ltd.,07 /MM/CFP/55/ 2025-2026/10,2025_OMFED_113731_3,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,"2,00,000",Yes,fixed,,Nil,Nil,23-May-2025 10:00 AM,02-Jun-2025 02:00 PM,23-May-2025 10:00 AM,02-Jun-2025 01:00 PM,NA ,NA ,23-May-2025 10:00 AM,02-Jun-2025 01:00 PM,Supply of MAIZE for Radhadamodarpur,Supply of MAIZE for Radhadamodarpur,Please refer Tender Document ,NA ,"14,02,03,000",Miscellaneous Goods,NA ,Tender,90.0,NA ,Radhadamodarpur,754029.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,Managing Director,"D2, Sahid Nagar, BBSR",AOC,1,2945553,BHARAT ENTERPRISE,31-May-2025 06:47 PM,Rejected-Finance,NOT L1 RATE,10-Jun-2025 01:49 PM,10-Jun-2025,"INR 23,490,000",60.0,Sudhir Ranjan Mallik,10-Jun-2025 02:53 PM,133_0001.pdf (1631.00 KB),DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,09-Jun-2025 01:31 PM,techsummary_540716.pdf (1125.31 KB),DY. Manager MM,Internal,"GM FIN, Mgr DO, IC MKTG, IC HR",Sudhir Ranjan Mallik,10-Jun-2025 01:49 PM,finsummary_540716.pdf (1125.31 KB),Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_113731_3,07 /MM/CFP/55/ 2025-2026/10,Supply of MAIZE for Radhadamodarpur,1.0,2944181.0,M/S. MAMATA TRADERS,INR,"23,490",Finance,tender is process for technical evaluation,Sudhir Ranjan Mallik,09-Jun-2025 01:06 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2944181,M/S. MAMATA TRADERS,02-Jun-2025 12:49 PM,Accepted-AOC,L1 BIDDER,10-Jun-2025 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2948097,SHREE LINGRAJ FEEDS LIMITED,02-Jun-2025 11:40 AM,Rejected-Technical,document not found inline with tender norms,09-Jun-2025 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2947176,TARATARINI CASHEW INDUSTRIES,01-Jun-2025 07:43 PM,Rejected-Finance,NOT L1 RATE,10-Jun-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
