Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"4,000",Nil,Nil,No,1.0,ICICI BANK,Superintending Engineer,"O/o the SE, Jajpur Irrigation Division, Jajpur","5,100",Yes,fixed,,Nil,Nil,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,e-Procurement Notice No.18/ 2024-25,2025_CDJID_111739_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,JJPR-24/24-25 Construction of V.R Bridge on Taliha Minor Canal near Napahia.,Construction of V.R Bridge,Please refer Tender documents. ,NA ,"5,04,622",Civil Works - Canal,NA ,Tender,90.0,180.0,Jajpur,755001.0,NA ,NA ,NA ,"O/o the SE, Jajpur Irrigation Division, Jajpur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption",18-Mar-2025 05:00 PM,02-Apr-2025 11:30 AM,18-Mar-2025 05:00 PM,29-Mar-2025 05:00 PM,18-Mar-2025 05:00 PM ,24-Mar-2025 05:00 PM ,18-Mar-2025 05:00 PM,29-Mar-2025 05:00 PM,AOC,"Superintending Engineer, Jajpur Irrigation Division",Internal,"Estimator and DAO, Jajpur Irrigation Division",Antaryami Mohanty,09-May-2025 05:11 PM,techsummary_533564.pdf (456.22 KB),"Superintending Engineer, Jajpur Irrigation Division Jajpur",Internal,"Estimator and DAO, Jajpur Irrigation Division Jajpur",Ratnakar Dalai,26-Jun-2025 03:03 PM,finsummary_533564.pdf (458.44 KB),Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Sarat Chandra Ghadei,03-Apr-2025 05:09 PM,finance_533564.pdf,BOQ Comparative Chart,26-Jun-2025,"INR 428,979.22",180.0,Ratnakar Dalai,26-Jun-2025 03:05 PM,WO18_24.pdf (458.00 KB),Contract Awarded,1,2871172,BISHNU CHARAN BEHERA,27-Mar-2025 07:29 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 05:11 PM,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jajpur Irrigation Division,2025_CDJID_111739_15,e-Procurement Notice No.18/ 2024-25,JJPR-24/24-25 Construction of V.R Bridge on Taliha Minor Canal near Napahia.,1.0,2872781.0,MAHESH NANDAN SAMAL,INR,"428,979.22",AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other documents as per SBD/DTCN",,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2871394,KALYANI SAHOO,28-Mar-2025 09:50 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,2869331,LAXMIDHAR SAHOO,27-Mar-2025 10:37 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,2872781,MAHESH NANDAN SAMAL,29-Mar-2025 08:58 AM,Accepted-AOC,Won the lottery,26-Jun-2025 03:05 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,2873360,MANOJ KUMAR JENA,29-Mar-2025 03:39 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,2872019,M/S JAGABALIA ENTERPRISES,28-Mar-2025 01:54 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,2868436,M/S KRUSHNA CHANDRA BEHERA,27-Mar-2025 04:02 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,2872789,M/S SIDHARTH CONSTRUCTION,29-Mar-2025 09:10 AM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,2870068,PRAVATI NAYAK,27-Mar-2025 06:18 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 05:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,2873423,Priya Ranjan Senapati,29-Mar-2025 04:22 PM,Rejected-Technical,Does not satisfy as per DTCN,09-May-2025 05:11 PM,,,,,,,,,,AOC
