Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,"6,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Repair and Renovation of 06 seated Community Toilet at Dhirukuti in Ward No. 11,Repair and Renovation of 06 seated Community Toilet at Dhirukuti in Ward No. 11,Please refer Tender documents. ,NA ,"6,57,923",Civil Works - Others,NA ,Tender,120.0,45.0,BMC Area,751022.0,"UG Floor,Central Tender Cell,BMC ","UG Floor,Central Tender Cell,ICOMC TOWER,BMC ",31-Jan-2025 12:00 PM ,"Central Tender Cell,BMC",No ,No,27-Jan-2025 04:00 PM,07-Feb-2025 11:30 AM,27-Jan-2025 04:00 PM,06-Feb-2025 05:00 PM,27-Jan-2025 04:00 PM ,30-Jan-2025 04:00 PM ,27-Jan-2025 04:00 PM,06-Feb-2025 05:00 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-60/2024-25 Dt. 22.01.2025,2025_ORULB_109769_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,scanned copies of all documents,"EE Central Tender Cell,BMC","EE Central Tender Cell,BMC,ICOMC TOWER",AOC,City Engineer,Internal,"EECENTRALTENDERCELL,EESANITATIONDIVISION,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,06-Jun-2025 05:26 PM,finsummary_527090.pdf (1394.02 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EESANITATIONDIVISION,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,06-Jun-2025 05:20 PM,techsummary_527090.pdf (1394.02 KB),1.0,2798467.0,PRADIP KUMAR RATH,INR,"592,196.86",Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_109769_18,BMC-EE-Tender Cell-60/2024-25 Dt. 22.01.2025,Repair and Renovation of 06 seated Community Toilet at Dhirukuti in Ward No. 11,1,2800741,JYOTIRADITYA CONSTRUCTIONS,06-Feb-2025 02:57 PM,Rejected-Finance,Rejected,06-Jun-2025 05:26 PM,06-Jun-2025,"INR 592,196.86",45.0,Lipsa Parida,06-Jun-2025 05:31 PM,Workorder_60_18.pdf (839.00 KB),Finance,5 bids opened successfully,Lipsa Parida,07-Feb-2025 03:07 PM,finance_527090.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2798467,PRADIP KUMAR RATH,06-Feb-2025 01:30 PM,Accepted-AOC,L1 bidder,06-Jun-2025 05:31 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2800702,PRAVAS RANJAN SARANGI,06-Feb-2025 02:39 PM,Rejected-Finance,Rejected,06-Jun-2025 05:26 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2800857,SARASWATI PRADHAN,06-Feb-2025 03:49 PM,Rejected-Finance,Rejected,06-Jun-2025 05:26 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2800774,SUSHIL KUMAR MALIK,06-Feb-2025 03:20 PM,Rejected-Technical,Rejected,06-Jun-2025 05:20 PM,,,,,,,,,,,,,AOC
