S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"6,00,800",Yes,fixed,,Nil,Nil,Construction of H.L. Bridge over Local Nallah Kirmira to Bagdihi via Naxapali Rangiatikra at 5.500 Km in the District of Jharsuguda under State Plan for the year 2023-24,BRIDGE WORK,Please refer Tender documents. ,NA ,"6,00,71,066",Civil Works - Bridges,NA ,Tender,90.0,450.0,JHARSUGUDA,768201.0,NA ,NA ,NA ,"O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",No ,No,"C.C.E, Northern R AND B Circle, SAMBALPUR","O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR","10,000",0.0,Nil,Nil,No,29-Nov-2024 09:00 AM,13-Dec-2024 05:30 PM,29-Nov-2024 09:00 AM,13-Dec-2024 05:00 PM,29-Nov-2024 09:00 AM ,05-Dec-2024 05:00 PM ,29-Nov-2024 09:00 AM,13-Dec-2024 05:00 PM,28-Jan-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Online Proof Copy of Tender Cost, Bid Security, GSTIN, PAN, R.C and Affidavit",EIC-CIVIL||SERNB-CIRCLE-NORTHERN,CCENC (RANDB) /13/ 2024-25,2024_EICCL_107623_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,2681936,BIJAY KUMAR AGARWAL,13-Dec-2024 01:45 PM,Rejected-Technical,As per the decision of Tender Evaluation Committee,25-Jan-2025 06:46 PM,23-Jun-2025,"INR 51,066,413",450.0,Rama Chandra Sethi,23-Jun-2025 08:19 AM,AGTKIRMIRA.pdf (2678.00 KB),AGT DRAWN,"CCE,NORTHERN R AND B CIRCLE,SAMBALPUR",Internal,,Anam Charan Sahoo,25-Jan-2025 06:46 PM,28-Jan-2025 11:00 AM,techsummary_518156.pdf (484.62 KB),Finance,FINANCIAL BID OPENED,Anam Charan Sahoo,30-Jan-2025 12:51 PM,,BOQ Comparative Chart,Technical,TECHNICAL BID OPENED,Rama Chandra Sethi,17-Dec-2024 10:37 AM,,EIC-CIVIL||SERNB-CIRCLE-NORTHERN,2024_EICCL_107623_2,CCENC (RANDB) /13/ 2024-25,Construction of H.L. Bridge over Local Nallah Kirmira to Bagdihi via Naxapali Rangiatikra at 5.500 Km in the District of Jharsuguda under State Plan for the year 2023-24,CCE NC,Internal,,Rama Chandra Sethi,23-Jun-2025 08:13 AM,finsummary_518156.pdf (1644.48 KB),1.0,2692437.0,MS SHREE SHARDA CONSTRUCTIONS,INR,"51,066,413",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Ownership of machineries, work experience and MOU for composite Building work etc",,,,,,,,,,,,,,,AOC,2,2691731,D. K. Engineering and Construction,13-Dec-2024 11:29 AM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,23-Jun-2025 08:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience certificate and other related documents as per DTCN,,,,,,,,,,,,,,,AOC,3,2692437,MS SHREE SHARDA CONSTRUCTIONS,13-Dec-2024 12:37 PM,Accepted-AOC,AGT DRAWN,23-Jun-2025 08:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY (BOQ),,,,,,,,,,,,,,,AOC,4,2691845,PRAVEEN AGRAWAL,12-Dec-2024 09:20 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,23-Jun-2025 08:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2694150,PRDIP KUMAR AGRAWAL,13-Dec-2024 04:48 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,23-Jun-2025 08:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
