Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,21-Jun-2025 02:39 PM,techsummary_484723.pdf (504.44 KB),1.0,2396810.0,M/S BISHNU CHARAN MALLIK,INR,"784,711.55",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,2024_CERWI_99502_7,Tender Online 22 JJPT of 2023-24,S/R to Expressway to Baliapal road for the year 2023-24 (Such as providing SDBC in stretches from 0/00 km to 1/900 km).,1,2396810,M/S BISHNU CHARAN MALLIK,17-Jan-2024 06:09 PM,Accepted-AOC,Qualify,21-Jun-2025 03:12 PM,21-Jun-2025,"INR 784,711.55",30.0,Gyanaranjan Nayak,21-Jun-2025 03:12 PM,2222.pdf (504.00 KB),AWARD OF CONTRACT,Finance,2 Nos Bidders Participated,Swarna Prava Jena,19-Jan-2024 04:08 PM,,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,21-Jun-2025 03:09 PM,finsummary_484723.pdf (504.44 KB),AOC,Executive Engineer,"O/o The S E, R.W.Division, Jajpur",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,EMD,RC,PAN,GSTN,Affidavit,Norelation,Machineries and other documents as per DTCN",S/R to Expressway to Baliapal road for the year 2023-24 (Such as providing SDBC in stretches from 0/00 km to 1/900 km).,S/R to Expressway to Baliapal road for the year 2023-24 (Such as providing SDBC in stretches from 0/00 km to 1/900 km).,Please refer Tender documents. ,NA ,"9,23,081",Civil Works - Roads,NA ,Tender,60.0,30.0,JAJPUR,755007.0,NA ,NA ,NA ,"O/o The S E, R.W.Division, Jajpur",No ,No,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,Tender Online 22 JJPT of 2023-24,2024_CERWI_99502_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,300",Yes,fixed,,Nil,Nil,12-Jan-2024 06:55 PM,19-Jan-2024 11:30 AM,12-Jan-2024 06:55 PM,18-Jan-2024 05:00 PM,12-Jan-2024 06:55 PM ,17-Jan-2024 05:00 PM ,12-Jan-2024 06:55 PM,18-Jan-2024 05:00 PM,"4,000",0.0,Nil,Nil,No,1,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,2389487,SWARAJ PRASAD MUDULI,13-Jan-2024 08:00 PM,Rejected-AOC,Not Qualify,21-Jun-2025 03:12 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
