Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Copy of License, Affidavit, GSTN, PAN, No relation ,Credit facility and other documents as per DTCN","SE, M.I. Division Ganjam-I","O/o the SE, M.I. Division Ganjam-I, Engineering School Road, Berhampur 10",0.0,0.0,Nil,Nil,No,21-Dec-2024 05:00 PM,16-Jan-2025 05:30 PM,21-Dec-2024 05:00 PM,15-Jan-2025 05:00 PM,21-Dec-2024 05:00 PM ,29-Dec-2024 05:00 PM ,21-Dec-2024 05:00 PM,15-Jan-2025 05:00 PM,07-Feb-2025 05:00 PM,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM II",OIIPCRA-W2-GM-I-02/2024-25,2024_CEMIB_108623_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"34,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Modernization of Patharabandha Bramhahatya under OIIPCRA,Modernization of Patharabandha Bramhahatya under OIIPCRA in Seragada Block,Please refer Tender documents. ,NA ,"34,19,000",Civil Works - Others,NA ,Tender,90.0,NA ,Sheragada,761106.0,NA ,NA ,NA ,"S.E M.I.Division Ganjam-1 ,Berhampur",No ,No,AOC,10-Jun-2025,"INR 3,280,156.56",120.0,KIRAN KUMAR SUBUDHY,10-Jun-2025 12:49 PM,02_work.PDF (1307.00 KB),1,2752386,Neelakantha Swain,15-Jan-2025 04:31 PM,Accepted-AOC,L1,10-Jun-2025 12:49 PM,Finance,2 nos. of bidders have admitted through financial opening,KIRAN KUMAR SUBUDHY,10-Jun-2025 12:43 PM,,BOQ Comparative Chart,SE MI DIVISION GM-I,Internal,,KIRAN KUMAR SUBUDHY,07-Feb-2025 01:35 PM,07-Feb-2025 05:00 PM,techsummary_521496.pdf (325.90 KB),SE M.I DIVIN GM-I,Internal,,KIRAN KUMAR SUBUDHY,10-Jun-2025 12:46 PM,finsummary_521496.pdf (725.81 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM II",2024_CEMIB_108623_2,OIIPCRA-W2-GM-I-02/2024-25,Modernization of Patharabandha Bramhahatya under OIIPCRA,Technical,summary,KUMUDA CHANDRA PRADHAN,07-Feb-2025 01:28 PM,technical_521496.pdf,1.0,2752386.0,Neelakantha Swain,INR,"3,280,156.56",AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2752092,Pradeep Kumar Satapathy,15-Jan-2025 03:29 PM,Not Admitted-Fee/PreQual/Technical,Others-Scan copy of valid RC not found,07-Feb-2025 01:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2749802,SANTOSH KUMAR MOHANTY,14-Jan-2025 06:49 PM,Rejected-Finance,L2,10-Jun-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
