Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,3 nos are admitted,Ch Akshaya Kumar Subudhi,17-Mar-2025 12:24 PM,,BOQ Comparative Chart,"SE, Khordha (RB) Division",Internal,"Estimator, DAO",Shibalal Sahoo,13-Mar-2025 05:18 PM,17-Mar-2025 11:00 AM,techsummary_517544.pdf (683.79 KB),29-Jun-2025,"INR 4,691,866",90.0,Shibalal Sahoo,06-Jun-2025 11:30 AM,77.pdf (841.00 KB),Agrt. done,1,2686013,ANIL KUMAR PRUSTY,06-Dec-2024 04:14 PM,Rejected-AOC,Not Successful in transparent lottery,06-Jun-2025 11:30 AM,1.0,2689977.0,JHASHAKETAN SWAIN,INR,"4,691,866","SE, Khordha (RB) Division",Internal,"Estimator, DAO",Shibalal Sahoo,02-Apr-2025 01:27 PM,finsummary_517544.pdf (1940.93 KB),Technical,3 nos bidder are admitted,Ch Akshaya Kumar Subudhi,10-Dec-2024 12:17 PM,,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,2024_EICCL_107442_1,TCN-24-24-25,"Construction of Peddy Procurement Centre at Kulei SCS, Banapur Block in the district of Khordha.",AOC,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy Tender cost, EMD, GSTIN, PAN, Contractor RC and Affidavit",1.0,ICICI BANK,25-Nov-2024 12:00 PM,10-Dec-2024 11:30 AM,25-Nov-2024 12:00 PM,09-Dec-2024 05:00 PM,NA ,NA ,25-Nov-2024 12:00 PM,09-Dec-2024 05:00 PM,17-Mar-2025 11:00 AM,"Construction of Peddy Procurement Centre at Kulei SCS, Banapur Block in the district of Khordha.","Construction of Peddy Procurement Centre at Kulei SCS, Banapur Block in the district of Khordha.",Please refer Tender documents. ,NA ,"55,19,193",Civil Works - Buildings,NA ,Tender,90.0,90.0,khordha,752056.0,NA ,NA ,NA ,O/O SE RANDB KHURDA,No ,No,SE RANDB KHURDA,"O/o the SUPERINTENDING Engineer R and B Division, Khurda","10,000",0.0,Nil,Nil,No,"55,200",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,TCN-24-24-25,2024_EICCL_107442_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,2,2678999,CHANDAN KUMAR PAIKARAY,03-Dec-2024 04:00 PM,Rejected-AOC,Not Successful in transparent lottery,06-Jun-2025 11:30 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other Documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2689977,JHASHAKETAN SWAIN,09-Dec-2024 02:46 PM,Accepted-AOC,Successful in transparent lottery,06-Jun-2025 11:30 AM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
