Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
24-Jun-2025,"INR 1,087,826",45.0,Ramesh Chandra Nayak,24-Jun-2025 04:10 PM,wo33.pdf (478.00 KB),Contact value including GST,1,2591726,MD SAJJAD ALAM,23-Oct-2024 09:00 PM,Accepted-AOC,Lowest,24-Jun-2025 04:11 PM,1.0,2591726.0,MD SAJJAD ALAM,INR,"1,087,826",Municipal Bodies||Barbil Municipality,2024_ORULB_105326_33,2688/BBL MPLTY,"Repair of road and drain inside Daily Market, Ward No.5, Barbil",Finance,open,Purna Chandra Mahanta,29-Nov-2024 05:13 PM,finance_508211.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Purna Chandra Mahanta,21-Nov-2024 12:52 PM,21-Nov-2024 01:00 PM,techsummary_508211.pdf (3683.56 KB),Technical,open,Purna Chandra Mahanta,28-Oct-2024 12:03 PM,technical_508211.pdf,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,24-Jun-2025 04:08 PM,finsummary_508211.pdf (773.79 KB),AOC,"4,000",0.0,Nil,Nil,No,Executive officer Barbil Municipality,Executive officer Barbil Municipality,1,ICICI BANK,"Repair of road and drain inside Daily Market, Ward No.5, Barbil","Repair of road and drain inside Daily Market, Ward No.5, Barbil",Please refer Tender documents. ,NA ,"9,98,000",Civil Works - Others,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality office,No ,No,07-Oct-2024 10:00 AM,25-Oct-2024 10:00 AM,07-Oct-2024 10:00 AM,24-Oct-2024 05:00 PM,NA ,NA ,07-Oct-2024 10:00 AM,24-Oct-2024 05:00 PM,21-Nov-2024 01:00 PM,1,Fee/PreQual/Technical,.pdf,Detail Tender call Notice,"9,980",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Barbil Municipality,2688/BBL MPLTY,2024_ORULB_105326_33,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2,2592249,SUBRATA DAS,24-Oct-2024 12:51 PM,Rejected-Finance,Second,24-Jun-2025 04:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
