EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,540",Yes,fixed,,Nil,Nil,08-Jan-2025 05:00 PM,21-Jan-2025 11:00 AM,08-Jan-2025 05:00 PM,20-Jan-2025 05:00 PM,08-Jan-2025 05:00 PM ,18-Jan-2025 05:00 PM ,08-Jan-2025 05:00 PM,20-Jan-2025 05:00 PM,Special Repair of F type Qr. At Khaprakhol Revenue for the year 2024-25,Special Repair of F type Qr. At Khaprakhol Revenue for the year 2024-25,Please refer Tender documents. ,NA ,"2,54,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Executive Engineer, R.W.Division,Patnagarh",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"DD,EMD,AFFIDAVIT,RC, PAN NO,GST NUMBER AND OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-10/2024-25,2025_CERWI_109212_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, R.W.Division,Patnagarh","O/o the Executive Engineer, R.W.Division,Patnagarh","2,000",0.0,Nil,Nil,No,AOC,Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Bebisuta Sahu,16-Apr-2025 01:29 PM,finsummary_524624.pdf (493.64 KB),CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_109212_5,EEPTNG-online-10/2024-25,Special Repair of F type Qr. At Khaprakhol Revenue for the year 2024-25,1.0,2763881.0,BHOLANATH MEHER,INR,"215,916",Finance,14 nos bid opened,Bebisuta Sahu,16-Apr-2025 12:53 PM,finance_524624.pdf,BOQ Comparative Chart,1,2764225,ABHISHEK SARAF,19-Jan-2025 12:50 PM,Rejected-Finance,Unsucessful bidder intransparent lottery system,16-Apr-2025 01:29 PM,10-Jun-2025,"INR 215,916",30.0,Barsha Rani Pagada,16-Jun-2025 07:00 PM,1061.pdf (603.00 KB),Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Bebisuta Sahu,16-Apr-2025 01:07 PM,techsummary_524624.pdf (493.64 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2763881,BHOLANATH MEHER,18-Jan-2025 07:05 PM,Accepted-AOC,Successful bidder,16-Jun-2025 07:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2764080,BIBEK KUMAR AGRAWALA,19-Jan-2025 03:52 PM,Rejected-Finance,Unsucessful bidder intransparent lottery system,16-Apr-2025 01:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2764250,DHANANJAYA PADHAN,19-Jan-2025 11:20 AM,Rejected-Finance,Unsucessful bidder intransparent lottery system,16-Apr-2025 01:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2758751,DILLIP KUMAR BISWAL,17-Jan-2025 12:41 PM,Rejected-Finance,Unsucessful bidder intransparent lottery system,16-Apr-2025 01:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2762617,JAYARAM NAG,18-Jan-2025 02:41 PM,Rejected-Finance,Unsucessful bidder intransparent lottery system,16-Apr-2025 01:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2763270,PINKU MEHER,18-Jan-2025 07:12 PM,Rejected-Finance,Unsucessful bidder intransparent lottery system,16-Apr-2025 01:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2764616,RAJIB KUMAR HOTA,19-Jan-2025 10:31 PM,Rejected-Finance,Unsucessful bidder intransparent lottery system,16-Apr-2025 01:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2752568,RAMESH CHANDRA PRADHAN,15-Jan-2025 05:08 PM,Rejected-Finance,Unsucessful bidder intransparent lottery system,16-Apr-2025 01:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2765535,SANJEEB KUMAR BEHERA,20-Jan-2025 10:27 AM,Rejected-Finance,Unsucessful bidder intransparent lottery system,16-Apr-2025 01:29 PM,,,,,,,,,,,,,AOC
