Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 03:58 PM,,BOQ Comparative Chart,09-Jun-2025,"INR 805,085",60.0,Pradeep Kumar Nayak,09-Jun-2025 01:29 PM,WO0676.pdf (597.00 KB),1.0,2868061.0,NILAMADHAB SETHI,INR,"801,059.51",Municipal Bodies||Balasore Municipality,2025_ORULB_111643_76,BM_06_2024_25,Constn. of paver Block road and drain with cover slab from Sk.Abu Rahat Res to Mohammad Muslim house in W.N-31,1,2868061,NILAMADHAB SETHI,26-Mar-2025 01:35 PM,Accepted-AOC,WO,09-Jun-2025 01:29 PM,EO CP ME AE,Internal,,Pradeep Kumar Nayak,06-Jun-2025 01:05 PM,techsummary_533210.pdf (457.17 KB),EO CP ME AE,Internal,,Pradeep Kumar Nayak,09-Jun-2025 01:25 PM,finsummary_533210.pdf (457.17 KB),AOC,1,ICICI BANK,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_76,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,REVISED DTCN,Technical Bid,,Constn. of paver Block road and drain with cover slab from Sk.Abu Rahat Res to Mohammad Muslim house in W.N-31,Constn. of paver Block road and drain with cover slab from Sk.Abu Rahat Res to Mohammad Muslim house in W.N-31,Please refer Tender documents. ,NA ,"8,05,085",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,"4,000",0.0,Nil,Nil,No,"8,051",Yes,percentage,1.0%,Nil,Nil,"Executive Officer, Balasore Municipality",Balasore Municipality Office,AOC
,,,,,,,,,,,,,,,,,,,,,2,2868339,SUKANTA PATRA,25-Mar-2025 07:45 PM,Rejected-Technical,L2,06-Jun-2025 01:05 PM,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
