Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Finance,.,Dibyamayee Behera,02-Jun-2025 12:26 PM,finance_524377.pdf,BOQ Comparative Chart,1.0,2744959.0,PRADIP KUMAR SINGHA,INR,"505,159",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_109154_20,10Online)/RWD/BPD/2024-25,SR to NH-5 to Nangalakata road,1,2750715,AJAY KUMAR GIRI,16-Jan-2025 10:44 AM,Rejected-AOC,unsuccessful tenderer,12-Jun-2025 12:44 PM,12-Jun-2025,"INR 505,159",30.0,Rajesh Pradhan,12-Jun-2025 12:44 PM,10.pdf (296.00 KB),A.K.Nayak,Internal,,Dibyamayee Behera,11-Jun-2025 10:47 AM,techsummary_524377.pdf (52.56 KB),A.K.Nayak,Internal,,Dibyamayee Behera,11-Jun-2025 10:50 AM,finsummary_524377.pdf (52.56 KB),AOC,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,10Online)/RWD/BPD/2024-25,2025_CERWI_109154_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,07-Jan-2025 03:00 PM,16-Jan-2025 05:30 PM,07-Jan-2025 03:00 PM,16-Jan-2025 05:00 PM,07-Jan-2025 03:00 PM ,16-Jan-2025 03:00 PM ,07-Jan-2025 03:00 PM,16-Jan-2025 05:00 PM,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada","5,940",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,SR to NH-5 to Nangalakata road,SR to NH-5 to Nangalakata road,Please refer Tender documents. ,NA ,"5,94,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"S.E.R.W.Division, Baripada",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Affidavit and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,2,2748763,AJIT PRADHAN,14-Jan-2025 09:38 PM,Rejected-AOC,unsuccessful tenderer,12-Jun-2025 12:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,AOC
,,,,,,,,,,,,,,,3,2745275,BISWAJIT MAJHI,12-Jan-2025 07:31 PM,Rejected-AOC,unsuccessful tenderer,12-Jun-2025 12:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2752017,CHANDAN KUMAR BHOL,15-Jan-2025 05:02 PM,Rejected-AOC,unsuccessful tenderer,12-Jun-2025 12:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2747138,DANARDAN MOHANTA,15-Jan-2025 06:02 PM,Rejected-AOC,unsuccessful tenderer,12-Jun-2025 12:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2751172,HEMALATA MOHANTA,16-Jan-2025 12:27 PM,Rejected-AOC,unsuccessful tenderer,12-Jun-2025 12:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2745244,HEMANGINI PALBABU,14-Jan-2025 11:06 PM,Rejected-AOC,unsuccessful tenderer,12-Jun-2025 12:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,2744959,PRADIP KUMAR SINGHA,12-Jan-2025 06:46 PM,Accepted-AOC,Lottery winner,12-Jun-2025 12:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,2755814,PUSPALATA SAHU,16-Jan-2025 03:36 PM,Rejected-AOC,unsuccessful tenderer,12-Jun-2025 12:44 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
