Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Santosh Kumar Patro,Internal,,Santosh Kumar Patro,09-Aug-2023 11:49 AM,14-Aug-2023 11:00 AM,techsummary_439537.pdf (1409.38 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,2023_EICCL_89423_3,eTCN 03,"Construction of Automated Driving Testing Track of RTO , Nayagarh for 2023-24",1.0,2153060.0,HASIM KHAN,INR,"5,454,774",1,2158394,DEVIPRASAD DASH,09-Jun-2023 04:37 PM,Rejected-Finance,SELECTED THROUGH TRANSPARANCY LOTTERY,23-Feb-2024 04:39 PM,Technical,Summary,Santosh Kumar Patro,09-Aug-2023 11:38 AM,,Finance,SUMMARY,Sudipta Panda,23-Feb-2024 04:34 PM,finance_439537.pdf,BOQ Comparative Chart,23-Jun-2025,"INR 5,454,774",120.0,Sudipta Panda,23-Jun-2025 11:27 AM,RTO.pdf (1023.00 KB),SHIBALAL SAHOO,Internal,,Sudipta Panda,23-Feb-2024 04:39 PM,finsummary_439537.pdf (452.25 KB),AOC,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,eTCN 03,2023_EICCL_89423_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,29-May-2023 04:00 PM,12-Jun-2023 11:00 AM,29-May-2023 04:00 PM,09-Jun-2023 05:00 PM,NA ,NA ,29-May-2023 04:00 PM,09-Jun-2023 05:00 PM,14-Aug-2023 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,License MOU Shcedule A E D F PAN GST Joint Venture Work Experience etc,"10,000",0.0,Nil,Nil,No,"54,548",Yes,percentage,1.0%,Nil,Nil,"Construction of Automated Driving Testing Track of RTO , Nayagarh for 2023-24","Construction of Automated Driving Testing Track of RTO , Nayagarh for 2023-24",Please refer Tender documents. ,NA ,"54,54,774",Civil Works - Buildings,NA ,Tender,90.0,120.0,Nayagarh,752069.0,NA ,NA ,NA ,OO SE RandB Division Nayagarh,No ,No,SE RandB Division Nayagarh,OO SE RandB Division Nayagarh,AOC
,,,,,,,,,,,,,,,,2,2153060,HASIM KHAN,08-Jun-2023 06:23 PM,Accepted-AOC,AOC,23-Jun-2025 11:27 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2156495,MAMATA MANJARI SAHOO,08-Jun-2023 09:11 PM,Rejected-Finance,SELECTED THROUGH TRANSPARANCY LOTTERY,23-Feb-2024 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2158371,PRADOSH KUMAR SWAIN,09-Jun-2023 02:50 PM,Rejected-Technical,Not Qualified,09-Aug-2023 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2158372,RAJESH KUMAR SETHI,09-Jun-2023 03:19 PM,Rejected-Technical,Not Qualified,09-Aug-2023 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2158408,SAUBHAGYA MOHAPATRA,09-Jun-2023 03:45 PM,Rejected-Technical,Not Qualified,09-Aug-2023 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,2158427,SAUMYA RANJAN MOHAPATRA,09-Jun-2023 04:49 PM,Rejected-Technical,Not Qualified,09-Aug-2023 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
