EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"13,600",Yes,fixed,,Nil,Nil,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,scanned copy of all documents,"Executive Engineer, Central Tender Cell,BMC","Central Tender Cell,ICOMC Tower,BMC",Re-construction of road and drain from Swaraj Kumar Sahoo house to Kamdev Mekap house in Bhimpur in Ward No-52,Re-construction of road and drain from Swaraj Kumar Sahoo house to Kamdev Mekap house in Bhimpur in Ward No-52,Please refer Tender documents. ,NA ,"13,55,410",Civil Works - Others,NA ,Tender,120.0,60.0,BMC Area,751022.0,Office chamber of EE(Central Tender Cell) ,"UG Floor,Office chamber of EE(Central Tender Cell),BMC,ICOMC Tower ",30-Dec-2024 05:00 PM ,"Central Tender Cell,BMC",No ,No,24-Dec-2024 03:30 PM,04-Jan-2025 03:30 PM,24-Dec-2024 03:30 PM,04-Jan-2025 03:00 PM,24-Dec-2024 03:30 PM ,30-Dec-2024 11:00 AM ,24-Dec-2024 03:30 PM,04-Jan-2025 03:00 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-50/2024-25 Dt. 20.12.2024,2024_ORULB_108575_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,03-Jun-2025 01:45 PM,finsummary_521472.pdf (1065.03 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,03-Jun-2025 01:40 PM,techsummary_521472.pdf (1065.03 KB),03-Jun-2025,"INR 1,647,206",60.0,Lipsa Parida,03-Jun-2025 01:48 PM,workorder_50-28.pdf (465.00 KB),1,2728842,BABULA MAJHI,04-Jan-2025 02:57 PM,Accepted-AOC,L1 bidder,03-Jun-2025 01:48 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_108575_28,BMC-EE-Tender Cell-50/2024-25 Dt. 20.12.2024,Re-construction of road and drain from Swaraj Kumar Sahoo house to Kamdev Mekap house in Bhimpur in Ward No-52,1.0,2728842.0,BABULA MAJHI,INR,"1,647,206",Finance,2 bids opened successfully,Lipsa Parida,06-Jan-2025 11:33 AM,finance_521472.pdf,BOQ Comparative Chart,AOC
,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2728798,BIDYA RANJAN PANDA,04-Jan-2025 02:49 PM,Rejected-Finance,Rejected,03-Jun-2025 01:45 PM,,,,,,,,,,,,,,,,AOC
