Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
30-Jun-2025,"INR 595,674",60.0,Raghunath Swain,30-Jun-2025 11:14 AM,24.PDF (136.00 KB),1,2904982,BIKASH CHANDRA PATRA,05-May-2025 08:40 AM,Rejected-Technical,not selected through lottery,16-Jun-2025 06:02 PM,1.0,2904921.0,SUDARSAN JENA,INR,"595,674","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_112678_24,SEPRD-02/2025-26,Construction of culvert at RD 0.180km of Benupur Minor-I,Finance,admitted,Kirti Kasturika,05-May-2025 01:12 PM,,BOQ Comparative Chart,"SE Prachi Division, Bhubaneswar",Internal,,Swosti Elora Pattnaik,16-Jun-2025 06:05 PM,finsummary_537339.pdf (136.53 KB),"SE Prachi Division, Bhubaneswar",Internal,,Swosti Elora Pattnaik,16-Jun-2025 06:02 PM,techsummary_537339.pdf (136.53 KB),AOC,"7,100",Yes,fixed,,Nil,Nil,24-Apr-2025 10:00 AM,05-May-2025 11:00 AM,24-Apr-2025 10:00 AM,05-May-2025 10:00 AM,NA ,NA ,24-Apr-2025 10:00 AM,05-May-2025 10:00 AM,"4,000",0.0,Nil,Nil,No,1.0,sale date,Other,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per DTCN",Superintending Engineer prachi division,O/O The Superintending Engineer Prachi Division Bhubaneswar,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-02/2025-26,2025_CELBB_112678_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of culvert at RD 0.180km of Benupur Minor-I,culvert construction,Please refer Tender documents. ,NA ,"7,00,711",Civil Works - Others,NA ,Tender,90.0,NA ,Balianta,752101.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,AOC
,,,,,,2,2905193,DEEPAK ROUTRAY,04-May-2025 04:39 PM,Rejected-Technical,not selected through lottery,16-Jun-2025 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2905064,HEMANTA DALEI,05-May-2025 12:18 AM,Rejected-Technical,not selected through lottery,16-Jun-2025 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2901937,INDRAJIT PRADHAN,30-Apr-2025 01:22 PM,Rejected-Technical,not selected through lottery,16-Jun-2025 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2905248,JAY MAHADEV CONSTRUCTION,04-May-2025 11:19 PM,Rejected-Technical,not selected through lottery,16-Jun-2025 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2904698,"MAHIMA ALEKHA17, PROP-ABANI BAIRIGANJAN",03-May-2025 07:16 PM,Rejected-Technical,not selected through lottery,16-Jun-2025 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2900351,NIRANJAN BEHERA,29-Apr-2025 02:31 PM,Rejected-Technical,not selected through lottery,16-Jun-2025 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2897174,PRASANT KUMAR PRADHAN,27-Apr-2025 09:57 PM,Rejected-Technical,not selected through lottery,16-Jun-2025 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2904921,SUDARSAN JENA,04-May-2025 01:34 PM,Accepted-AOC,Selected through Lottery,30-Jun-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2905363,SUNIL KUMAR JENA,05-May-2025 09:01 AM,Rejected-Technical,not selected through lottery,16-Jun-2025 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
