Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Executive Engineer,Internal,,Anil Kumar Das,29-May-2025 12:41 PM,techsummary_537859.pdf (552.25 KB),18-Jun-2025,"INR 599,321",90.0,Anil Kumar Das,19-Jun-2025 11:54 AM,4057.pdf (284.00 KB),1,2914980,ASHOK KUMAR JOSHI,13-May-2025 10:28 AM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:15 PM,Finance,comparative statement,Anil Kumar Das,14-May-2025 03:47 PM,finance_537859.pdf,BOQ Comparative Chart,1.0,2914664.0,RAJIB KUMAR HOTA,INR,"599,321",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_112882_7,EERWPH-01/2025-26,"PH works (SI,SD and WS) to Construction of Sub centre building at Dumerpita of Deogaon block in Balangir Dist under State Plan-MMSSM in the F.Y.-2023-24",Executive Engineer,Internal,,Anil Kumar Das,18-Jun-2025 03:15 PM,finsummary_537859.pdf (61.34 KB),AOC,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-01/2025-26,2025_CERWI_112882_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,03-May-2025 11:00 AM,14-May-2025 11:00 AM,03-May-2025 11:00 AM,13-May-2025 05:00 PM,NA ,NA ,03-May-2025 11:00 AM,13-May-2025 05:00 PM,"PH works (SI,SD and WS) to Construction of Sub centre building at Dumerpita of Deogaon block in Balangir Dist under State Plan-MMSSM in the F.Y.-2023-24","PH works (SI,SD and WS) to Construction of Sub centre building at Dumerpita of Deogaon block in Balangir Dist under State Plan-MMSSM in the F.Y.-2023-24",Please refer Tender documents. ,NA ,"7,05,000",Civil Works - Buildings,NA ,Tender,90.0,NA ,Dumerpita,767048.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,"7,100",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card.","Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",AOC
,,,,,,,,,,,,2,2916220,BIKASH PATEL,13-May-2025 03:21 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,AOC
,,,,,,,,,,,,3,2908847,GOURI MEHER,08-May-2025 01:17 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
,,,,,,,,,,,,4,2912912,KALYANI NANDA,13-May-2025 10:28 AM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2911152,NISHITA SWAIN,10-May-2025 01:40 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2910977,PRAFULLA KUMAR SARANGI,10-May-2025 11:53 AM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2913168,RAHUL KUMAR SAHU,12-May-2025 05:51 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2914664,RAJIB KUMAR HOTA,13-May-2025 03:07 AM,Accepted-AOC,Qualified in transparancy lottery,19-Jun-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2915929,RASHMI BISWAL,13-May-2025 02:01 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2911890,SAGARIKA RATH,11-May-2025 12:50 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
