Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
,,,,,,,,,,,,,,,,,,,,11,2565107,BABA GARIB GOSAIN TRADERS,01-Oct-2024 07:44 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,12,2563109,BHARAT CHANDRA NAYAK,30-Sep-2024 12:44 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,13,2563024,BIBEKANANDA MOHAPATRA,30-Sep-2024 12:14 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,14,2565206,BIBHUDATTA ROUT,01-Oct-2024 09:17 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,15,2565348,Bijaya Kumar Mohapatra,02-Oct-2024 09:33 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,16,2565599,BIKASH KUMAR SAMAL,02-Oct-2024 12:26 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,17,2565440,BIKASH NAYAK,02-Oct-2024 11:19 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,18,2562846,BIKRAM KESHARI NANDA,30-Sep-2024 11:04 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,19,2562095,BINAYA BHUSAN PATTNAIK,29-Sep-2024 11:50 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,20,2562926,BIRANCHI KUMAR DWIBEDI,30-Sep-2024 06:30 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,21,2565191,BRUSHABHANU SAHU,01-Oct-2024 08:52 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,22,2563972,CHANDRAMANI PALLAR,30-Sep-2024 07:04 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,23,2565600,Chiranjib Nayak,02-Oct-2024 12:27 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,24,2560446,DEBA KUMAR GHADEI,26-Sep-2024 01:39 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,25,2565218,DEBASIS RAY,01-Oct-2024 09:23 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,26,2564361,DEEPAK KUMAR BARIK,01-Oct-2024 03:05 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,27,2565267,DEEPAK KUMAR NATH,01-Oct-2024 10:24 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,28,2565363,DEEPTI RANJAN PANDA,02-Oct-2024 09:43 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,29,2562547,DHIRENDRA KUMAR PARIDA,30-Sep-2024 09:20 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,30,2564473,DIBYA RANJAN DAS,01-Oct-2024 12:54 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,31,2565487,Dibyasingha Majhi,02-Oct-2024 11:30 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,32,2564145,DIGAMBAR BISWAL,30-Sep-2024 09:24 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,33,2560366,Gitanjali Das,26-Sep-2024 12:24 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,34,2565339,Gourahari Sahoo,02-Oct-2024 08:49 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,35,2565779,JAHED HOSSAIN KHAN,02-Oct-2024 03:04 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,36,2563864,JAJATI KESHARI RAY,30-Sep-2024 05:59 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,37,2563071,JIBANJYOTI PANDA,30-Sep-2024 01:07 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,38,2562420,JULKAR RAHEMAN KHAN,29-Sep-2024 05:22 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,39,2565840,JYOTIRMAYA SWAIN,02-Oct-2024 02:49 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,40,2564453,KAILASH CHANDRA DOBAI,01-Oct-2024 12:40 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,41,2564919,KARTIK SWAIN,01-Oct-2024 05:18 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,42,2565422,KISHORE KUMAR BEHERA,02-Oct-2024 10:59 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,43,2565661,KUMAR GOURAB MAHARANA,02-Oct-2024 01:16 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,44,2565416,LINA SETHY,02-Oct-2024 10:54 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,45,2563905,LIPUN KUMAR RAYMOHAPATRA,30-Sep-2024 06:28 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,46,2565449,MADHUSMITA BEHERA,02-Oct-2024 11:16 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,47,2565298,MADHUSMITA SAMAL,02-Oct-2024 12:23 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,48,2565337,MANAS RANJAN MOHANTY,02-Oct-2024 02:45 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,49,2565800,MANOJ KABI,02-Oct-2024 02:11 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,50,2565270,MANOJ KUMAR PARIHARI,01-Oct-2024 10:37 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,51,2563966,MANOJ SAHU,30-Sep-2024 07:02 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,52,2565521,MANORANJAN ROUT,02-Oct-2024 11:51 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,53,2565180,MANORANJAN SENAPATI,01-Oct-2024 09:24 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,54,2561849,MITESH MOHANTY,28-Sep-2024 07:48 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,55,2565420,"M/S.BABA KASIBISWANATH ELECTRICALS,PROP.-BISWARANJAN NAYAK",02-Oct-2024 10:56 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,56,2564082,M/S BISHNU CHARAN MALLIK,30-Sep-2024 08:28 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,57,2563202,M/S BISWAJIT BEHURIA,30-Sep-2024 01:11 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,58,2562514,M/S BISWAJIT MOHAPATRA,02-Oct-2024 03:28 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,59,2562463,M/S MAA MANGALA STORE PROP. AMIYA RANJAN MISHRA,30-Sep-2024 10:45 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,60,2565523,Ms. MANORANJAN THATOI,02-Oct-2024 11:50 AM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,61,2565012,M/S RANJAN KUMAR BEHERA,01-Oct-2024 06:09 PM,Rejected-Finance,Did not win the lottery,29-Nov-2024 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
