Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Finance,TEDER OPENED,PADMINI MEHER,21-May-2025 10:48 AM,finance_539243.pdf,BOQ Comparative Chart,1.0,2919100.0,DEEP KUMAR AGRAWAL,INR,"266,227",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_113330_2,9/SMC_SBP/2025-26,"Special Repair to Multipurpose Flood Shelter inside Samaleswari College at Talbhatapada, Sambalpur, in ward no-15.","Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,23-Jun-2025 11:28 AM,finsummary_539243.pdf (350.73 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Vedbhushan .,23-Jun-2025 11:25 AM,techsummary_539243.pdf (350.73 KB),23-Jun-2025,"INR 266,227",60.0,Vedbhushan .,23-Jun-2025 11:29 AM,9smc2.pdf (351.00 KB),successful,1,2919100,DEEP KUMAR AGRAWAL,16-May-2025 12:19 AM,Accepted-AOC,successful,23-Jun-2025 11:29 AM,AOC,"COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006",14-May-2025 10:00 AM,21-May-2025 10:00 AM,14-May-2025 10:00 AM,20-May-2025 05:00 PM,NA ,NA ,14-May-2025 10:00 AM,20-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","2,000",0.0,Nil,Nil,No,"Special Repair to Multipurpose Flood Shelter inside Samaleswari College at Talbhatapada, Sambalpur, in ward no-15.","Special Repair to Multipurpose Flood Shelter inside Samaleswari College at Talbhatapada, Sambalpur, in ward no-15.",Please refer Tender documents. ,NA ,"2,66,227",Civil Works - Others,NA ,Tender,90.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,Municipal Bodies||Sambalpur Municipal Corporation,9/SMC_SBP/2025-26,2025_ORULB_113330_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,662",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2925872,GANESH KUMAR AGRAWAL,20-May-2025 09:49 AM,Rejected-Technical,unsuccessful,23-Jun-2025 11:25 AM,AOC,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2925881,Manoj Kumar Garg,20-May-2025 10:10 AM,Rejected-Technical,unsuccessful,23-Jun-2025 11:25 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2925839,SANTOSH KUMAR PADHI,20-May-2025 06:15 AM,Rejected-Technical,unsuccessful,23-Jun-2025 11:25 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2926332,SUNIL KUMAR BEHERA,20-May-2025 02:39 PM,Rejected-Technical,unsuccessful,23-Jun-2025 11:25 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
