Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
"Er Bramheswar Das, General Manager , WATCO Division, Sambalpur",Internal,"Er Gulshan Kumar Sahu, Manager (Estimator), Er Sukhamaya Sarkar, Manager, WATCO Sub-Division, Sambalpur, Er Sudeepta Prasanna Nayak, Manager, WATCO Sub Division, Burla.",Bramheswar Das,19-Apr-2025 11:04 AM,19-Apr-2025 11:30 AM,techsummary_529994.pdf (2250.84 KB),Finance,Bid opening Summary,Bramheswar Das,19-Apr-2025 12:23 PM,finance_529994.pdf,BOQ Comparative Chart,26-Jun-2025,"INR 6,017,109",180.0,Bramheswar Das,26-Jun-2025 06:14 PM,AOC.pdf (449.00 KB),AWARD OF CONTRACT,1,2839919,ABHISEK AGENCIES,27-Feb-2025 03:47 PM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,1.0,2840761.0,SUVENDU PANDA,INR,"6,017,109.909",Technical,Bid opening Summary,Bramheswar Das,10-Mar-2025 01:30 PM,technical_529994.pdf,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Sambalpur,2025_WTDSM_110590_2,GMWATCOSBP-03/2024-25 Dt. 06.02.2025,"Replacement of House Service Connections of consumers at Khetrajpur under WATCO Section, Bareipali","Er Bramheswar Das, General Manager , WATCO Division, Sambalpur",Internal,"Er Sudeepta Prasanna Nayak, Manager (Estr), Er Sukhamaya Sarkar, Manager, Sri Ganapati Sahoo, DAO-I, WATCO Division, Sambalpur",Bramheswar Das,26-Jun-2025 06:05 PM,finsummary_529994.pdf (1532.81 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"Cost of TP, GSTN, PAN, RC, Experience Certificate and Other Documents as per DTCN",1.0,Corrigendum,Date,,"Replacement of House Service Connections of consumers at Khetrajpur under WATCO Section, Bareipali","Replacement of House Service Connections of consumers at Khetrajpur under WATCO Section, Bareipali",Please refer Tender documents. ,NA ,"70,78,120",Civil Works - Water Works,NA ,Tender,120.0,180.0,Sambalpur,768001.0,NA ,NA ,NA ,SAMBALPUR,No ,No,"11,800",Nil,Nil,No,1.0,ICICI BANK,"70,781",Yes,percentage,1.0%,Nil,Nil,13-Feb-2025 05:00 PM,10-Mar-2025 11:30 AM,13-Feb-2025 05:00 PM,07-Mar-2025 05:00 PM,13-Feb-2025 05:00 PM ,19-Feb-2025 05:00 PM ,13-Feb-2025 05:00 PM,07-Mar-2025 05:00 PM,19-Apr-2025 11:30 AM,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Sambalpur,GMWATCOSBP-03/2024-25 Dt. 06.02.2025,2025_WTDSM_110590_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"General Manager, WATCO Division, Sambalpur","General Manager, WATCO Division, Sambalpur 768001",AOC
,,,,,,,,,,,,,,,,,,,,2,2837467,ANANTA KHATUA,25-Feb-2025 02:28 PM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Affidavits, Annual Turnover, Declaration Form and Other Documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2845888,ASCENSOR LIFTS AND AUTOMATION PRIVATE LIMITED,06-Mar-2025 04:02 PM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2839284,CHINTAMANI KUNDA,27-Feb-2025 11:32 PM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2846657,DEBAKANTA MALLICK,07-Mar-2025 03:33 PM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2846335,DILLIP KUMAR BEHERA,07-Mar-2025 08:22 AM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2846616,"KUNDAN KUMAR MISHRA,PROP-.KR INFRA PROJECTS",07-Mar-2025 02:48 PM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2840807,MOHAN BEHERA,07-Mar-2025 01:12 PM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2841282,RUDRA CONSTRUCTION,28-Feb-2025 03:23 PM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2828742,SUBIR SETH,21-Feb-2025 01:46 PM,Rejected-AOC,NOT OK,26-Jun-2025 06:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
