Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Paver Block Road and Drain from Bahuda house to Ganesh Tent House in Ward No.14,Construction of Paver Block Road and Drain from Bahuda house to Ganesh Tent House in Ward No.14,Please refer Tender documents. ,NA ,"16,10,168",Civil Works - Others,NA ,Tender,30.0,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",752050.0,NA ,NA ,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"16,102",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Jatni Municipal Council,EO/JMC/081/2024-25,2025_ORULB_110158_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER,JATNI MUNICIPALITY","EXECUTIVE OFFICER,JATNI MUNICIPALITY",07-Feb-2025 11:00 AM,19-Feb-2025 11:00 AM,07-Feb-2025 11:00 AM,17-Feb-2025 05:00 PM,NA ,NA ,07-Feb-2025 11:00 AM,17-Feb-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,EPF ,Affidavits and all Other document as per DTCN",AOC,Municipal Bodies||Jatni Municipal Council,2025_ORULB_110158_2,EO/JMC/081/2024-25,Construction of Paver Block Road and Drain from Bahuda house to Ganesh Tent House in Ward No.14,chairperson,Internal,,Rashmita Nath,25-Jun-2025 12:19 PM,finsummary_528865.pdf (1228.53 KB),Finance,cs,Suryamani Pattajoshi,19-Feb-2025 04:49 PM,finance_528865.pdf,BOQ Comparative Chart,1.0,2822253.0,PRASANNA KUMAR NAYAK,INR,"1,368,804",25-Jun-2025,"INR 1,368,804",30.0,Rashmita Nath,25-Jun-2025 12:35 PM,231.pdf (1229.00 KB),1,2819931,BIRANCHI NARAYAN NAYAK,16-Feb-2025 09:11 AM,Rejected-Finance,lottery,25-Jun-2025 12:19 PM,chairperson,Internal,,Rashmita Nath,25-Jun-2025 12:12 PM,techsummary_528865.pdf (1228.53 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,emd,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2820056,MANOJ KUMAR MANGARAJ,16-Feb-2025 12:22 PM,Rejected-Finance,lottery,25-Jun-2025 12:19 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2820023,PRADIP KUMAR BARAL,17-Feb-2025 02:13 PM,Rejected-Finance,zero less,25-Jun-2025 12:19 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2820750,PRAMOD KUMAR BALIARSINGH,16-Feb-2025 04:42 PM,Rejected-Finance,zero less,25-Jun-2025 12:19 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2822253,PRASANNA KUMAR NAYAK,17-Feb-2025 02:36 PM,Accepted-AOC,work order issued,25-Jun-2025 12:35 PM,,,,,,,AOC
