S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"CONTRACTOR RC, GSTIN, PAN, TENDER FEES, EMD ONLINE RECEIPT","6,000",Nil,Nil,No,18-Jan-2025 05:00 PM,31-Jan-2025 11:00 AM,18-Jan-2025 05:00 PM,30-Jan-2025 05:00 PM,18-Jan-2025 05:00 PM ,28-Jan-2025 05:00 PM ,18-Jan-2025 05:00 PM,30-Jan-2025 05:00 PM,"BLOCK DEVELOPMENT OFFICER, PURI SADAR","OFFICE OF THE PANCHAYAT SAMITI, PURI SADAR, WATER WORKS ROAD, PURI-752002",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||SADAR Block,03/2024-25/PURI SADAR BLOCK/4,2025_ZPSAD_109538_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"CONSTRUCTION OF SCIENCE LABORATORY, ART/CRAFT ROOM, ACR OF KANAKA DURGA HIGH SCHOOL FOR THE YEAR 2019-20","CONSTRUCTION OF SCIENCE LABORATORY, ART/CRAFT ROOM, ACR OF KANAKA DURGA HIGH SCHOOLAT BASUDEVPUR GP FOR THE YEAR 2019-20 OUT OF SAMAGRA SIKSHYA GRANT",Please refer Tender documents. ,NA ,"49,64,258",Civil Works - Buildings,ADDITIONAL CLASSROOM ,Tender,120.0,120.0,"OFFICE OF THE PANCHAYAT SAMITI, PURI SADAR",752002.0,NA ,NA ,NA ,"OFFICE OF THE PANCHAYAT SAMITI, PURI SADAR",No ,No,"49,643",Yes,percentage,1.0%,Nil,Nil,AOC,07-Jun-2025,"INR 4,964,258",120.0,SAMBEET SATAPATHY,09-Jun-2025 05:06 PM,4KDHSBasudevpurAOC.pdf (350.00 KB),Tender Contract awarded to L1 Bidder after deposit of APS and ISD post issue of LOI and signing of work agreement. Date of commencement of work is 01.03.2025,1,2789916,RAJESH MOHANTY,30-Jan-2025 04:33 PM,Rejected-Finance,Lowest Bidder(L1) bid selected through Transparent Lottery between all eligible Lowest Bids conducted by AEO(TECH) and BFO. Other financial bids rejected after deposit of APS and ISD by L1 Bidder.,07-Jun-2025 01:09 PM,Block Development Officer,Internal,"AEO(TECH), ABDO, AEE, AE, All AE/JE, SO, BFO, DA DEV",BUDDHADEV RATH,07-Jun-2025 09:42 AM,techsummary_526300.pdf (2371.53 KB),Block Development Officer,Internal,"AEO(TECH), ABDO, AEE, AE, All AE/JE, SO, BFO, DA DEV",BUDDHADEV RATH,07-Jun-2025 01:09 PM,finsummary_526300.pdf (2371.53 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||SADAR Block,2025_ZPSAD_109538_1,03/2024-25/PURI SADAR BLOCK/4,"CONSTRUCTION OF SCIENCE LABORATORY, ART/CRAFT ROOM, ACR OF KANAKA DURGA HIGH SCHOOL FOR THE YEAR 2019-20",1.0,2787457.0,SOUMYA SAGARIKA PARIDA,INR,"4,220,116",Finance,"Bids opened in presence of Block Level Tender Committee, AEO(Tech), ZP, Puri and bidders present.",BUDDHADEV RATH,30-May-2025 09:59 PM,finance_526300.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.pdf,"AFFIDAVITS, LETTER OF SUBMISSION, SCHEDULES, AND OTHER DOCUMENTS AS PER NIT AND DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2787457,SOUMYA SAGARIKA PARIDA,29-Jan-2025 07:22 PM,Accepted-AOC,Tender Contract awarded to L1 Bidder after deposit of APS and ISD post issue of LOI and signing of work agreement. Date of commencement of work is 01.03.2025,09-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2775233,SRABANI PRADHAN,24-Jan-2025 05:53 PM,Rejected-Finance,Lowest Bidder(L1) bid selected through Transparent Lottery between all eligible Lowest Bids conducted by AEO(TECH) and BFO. Other financial bids rejected after deposit of APS and ISD by L1 Bidder.,07-Jun-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2789971,SURYAKANTA NAYAK,30-Jan-2025 04:47 PM,Rejected-Finance,Lowest Bidder(L1) bid selected through Transparent Lottery between all eligible Lowest Bids conducted by AEO(TECH) and BFO. Other financial bids rejected after deposit of APS and ISD by L1 Bidder.,07-Jun-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2786087,UMESH CHANDRA MISHRA,29-Jan-2025 02:12 PM,Rejected-Finance,Lowest Bidder(L1) bid selected through Transparent Lottery between all eligible Lowest Bids conducted by AEO(TECH) and BFO. Other financial bids rejected after deposit of APS and ISD by L1 Bidder.,07-Jun-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
