Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,COMPARATIVE STATEMENT,Anil Kumar Das,16-Apr-2025 01:26 PM,finance_534781.pdf,BOQ Comparative Chart,12-Jun-2025,"INR 569,320",90.0,Debasish Soren,13-Jun-2025 01:11 PM,3972.pdf (310.00 KB),CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_111988_18,EERWPH-40/2024-25,PH works to construction of New Proposed Sub Centre building at Sunari in Lakhanpur block in Jharsuguda district for the FY 2023-24,1.0,2881447.0,ATISH KUMAR AGARWAL,INR,"569,320",1,2881447,ATISH KUMAR AGARWAL,11-Apr-2025 01:27 PM,Accepted-AOC,Qualified in Transparency lottery,13-Jun-2025 01:11 PM,Executive Engineer,Internal,,Anil Kumar Das,28-Apr-2025 02:11 PM,techsummary_534781.pdf (535.68 KB),Executive Engineer,Internal,,Anil Kumar Das,12-Jun-2025 01:34 PM,finsummary_534781.pdf (64.27 KB),AOC,"Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",1.0,ICICI BANK,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-40/2024-25,2025_CERWI_111988_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,PH works to construction of New Proposed Sub Centre building at Sunari in Lakhanpur block in Jharsuguda district for the FY 2023-24,PH works to construction of New Proposed Sub Centre building at Sunari in Lakhanpur block in Jharsuguda district for the FY 2023-24,Please refer Tender documents. ,NA ,"6,12,106",Civil Works - Buildings,NA ,Tender,90.0,NA ,Sunari,768234.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card.",02-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 11:00 AM,11-Apr-2025 05:00 PM,"6,200",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,2,2882276,DEVI PRASAD MOHAPATRA,11-Apr-2025 02:39 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:34 PM,,,,,,,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate.",,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,2880238,Dinesh Kumar Bhoi,11-Apr-2025 11:54 AM,Rejected-Technical,Due to other than L1,28-Apr-2025 02:11 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,2875534,JAGESWAR BANJARA,08-Apr-2025 11:30 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:34 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,2876657,MAA DURGA CONSTRUCTION,05-Apr-2025 03:02 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:34 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,2881653,MANABODH BHOI,11-Apr-2025 11:44 AM,Rejected-Technical,Due to other than L1,28-Apr-2025 02:11 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,7,2880767,PRADEEP KUMAR SAHOO,11-Apr-2025 12:39 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:34 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,8,2878956,SUMIT SAGAR SAHOO,11-Apr-2025 01:17 PM,Rejected-Finance,Not Qualified in Transparency lottery,12-Jun-2025 01:34 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
