S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,05-Apr-2025 11:00 AM,16-Apr-2025 11:00 AM,05-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,NA ,NA ,05-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,Superintending Engineer,O/o Superintending Engineer RWSS Division Balangir,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, GST, PAN, Contractor Registration Certificate, Experience Certificate etc","11,850",Yes,percentage,1.0%,Nil,Nil,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Jharbandhli, Patharmunda under Agalpur Block in Balangir District","Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Jharbandhli, Patharmunda under Agalpur Block in Balangir District",Pleaser refer DTCN ,NA ,"11,85,006",Electrical Works,Electrical Works ,Tender,90.0,45.0,"Jharbandhli, Patharmunda under Agalpur Block",767022.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 26 OF 2024 - 25,2025_RWSS_112211_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,19-Jun-2025,"INR 1,185,006",45.0,Khagendra Barik,19-Jun-2025 07:22 PM,JHARBANDHLI.pdf (1902.00 KB),L1 BIDDER HAS RESPOND,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,19-Jun-2025 07:17 PM,finsummary_535380.pdf (1901.77 KB),Finance,BID HAS BEEN OPENED,Khagendra Barik,18-Apr-2025 11:40 AM,finance_535380.pdf,BOQ Comparative Chart,1,2878523,Arihant Electricals and Engineers,11-Apr-2025 08:54 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 07:17 PM,1.0,2883020.0,"M/s Ramchandi Construction, Nayagargh",INR,"1,007,373",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2025_RWSS_112211_1,BID NO 26 OF 2024 - 25,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Jharbandhli, Patharmunda under Agalpur Block in Balangir District",ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,19-Jun-2025 07:07 PM,techsummary_535380.pdf (1901.77 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2882994,ASHOK CHANDRA PATRA,12-Apr-2025 06:13 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 07:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2884165,MAA BHUBANESWARI ELECTRICALS,15-Apr-2025 02:33 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 07:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2884101,MDSG CONSTRUCTION PRIVATE LIMITED,14-Apr-2025 09:35 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 07:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2884683,M/S K.P. ELECTRICAL AND ENGINEERS,15-Apr-2025 01:32 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,19-Jun-2025 07:23 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2883020,"M/s Ramchandi Construction, Nayagargh",12-Apr-2025 10:09 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,19-Jun-2025 07:23 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2879191,M/S SAMBEET SUPPLIERS,10-Apr-2025 11:21 AM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 07:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2884676,M/S SAROJINEE POWER AND CONSTRUCTION,15-Apr-2025 01:30 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 07:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2884441,PABITRA ELECTRICAL WORKSHOP,15-Apr-2025 03:14 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 07:17 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2884545,PNP CONSTRUCTION,15-Apr-2025 12:31 PM,Rejected-Finance,AFTER TRANSPERENT LOTTERY,19-Jun-2025 07:17 PM,,,,,,,,,,,,,,,,AOC
