Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2870776,BRUSHABHANU SAHU,28-Mar-2025 08:49 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2872494,CHANDRAKANTA SETHI,28-Mar-2025 07:46 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2870010,CHINMAY KUMAR MOHANTY,26-Mar-2025 10:04 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2872622,DEBASIS BARAL,28-Mar-2025 09:51 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2870512,DEEPAK KUMAR BARIK,27-Mar-2025 12:50 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2873020,DEEPTI RANJAN PANDA,29-Mar-2025 11:38 AM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2872210,DHARMENDRA PARIDA,28-Mar-2025 03:39 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2872719,DIBYA RANJAN DAS,29-Mar-2025 12:37 PM,Accepted-AOC,Won the lottery,25-Jun-2025 06:04 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2871240,DILLIP KUMAR BEHERA,27-Mar-2025 07:57 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2873264,G ASHISH KUMAR NAYAK,29-Mar-2025 02:31 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2871820,Gitanjali Das,28-Mar-2025 02:17 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2868045,GYANA RANJAN NAYAK,25-Mar-2025 04:18 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2873278,HALADHAR SAHOO,29-Mar-2025 03:28 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2872691,JAGABANDHU JENA,29-Mar-2025 01:17 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2873145,JAJATI KESHARI RAY,29-Mar-2025 01:00 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2871136,JIBANJYOTI PANDA,28-Mar-2025 08:19 AM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2872659,JULKAR RAHEMAN KHAN,28-Mar-2025 10:37 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2872503,JYOTIRANJAN PANDA,28-Mar-2025 07:47 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2872464,JYOTISMITA SAHU,28-Mar-2025 07:59 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2872408,LOKANATH SAHOO,28-Mar-2025 05:52 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2872158,MADHUSMITA BEHERA,28-Mar-2025 07:02 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2869842,MADHUSMITA KAR,26-Mar-2025 09:13 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2869712,MANORANJAN BISWAL,27-Mar-2025 09:16 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2872093,MANORANJAN ROUT,28-Mar-2025 02:32 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2869253,M/S BISWAJIT BEHURIA,26-Mar-2025 01:53 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2871370,M/S DHARANIDHAR DHAL,27-Mar-2025 09:56 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2872425,M/S LENIN KUMAR DAS,28-Mar-2025 06:39 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2872916,M/S. MAHALAXMI CONSTRUCTION JSP PROP.JYOSNA RANI PARIDA,29-Mar-2025 10:40 AM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2871433,M/S SIDHARTH KUMAR SAMAL,28-Mar-2025 01:25 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2869915,NILESH DAS,26-Mar-2025 08:45 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2871460,NIROJ NALINI PANDA,28-Mar-2025 12:41 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2872547,Nishikanta Swain,28-Mar-2025 08:26 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2870063,OMM PRAKASH PRUSTY,26-Mar-2025 11:47 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2871894,PRADEEP KUMAR GIRI,28-Mar-2025 01:11 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2872581,PRAGNYAJIT NAYAK,29-Mar-2025 09:47 AM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2872192,PRAKASH KUMAR MOHAPATRA,28-Mar-2025 08:19 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2870993,PRASANJIT BISWAL,27-Mar-2025 04:45 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2870122,PRATIPARNA PARAKRANTA NAYAK,27-Mar-2025 09:08 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2867538,PRAVAS MOHANTY,24-Mar-2025 10:39 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2871952,Pravu Prasad Dhal,28-Mar-2025 02:14 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2873436,PRIYA RANJAN PATI,29-Mar-2025 04:39 PM,Rejected-Technical,Did not satisfy as per DTCN,11-Apr-2025 04:19 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2871504,RAJESH KUMAR PANDA,28-Mar-2025 08:34 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2871461,RAJ GOPAL BISWAL,28-Mar-2025 09:53 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2870748,RAKESH KUMAR SAHOO,28-Mar-2025 07:59 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2870204,RAKESH KUMAR SAHOO,27-Mar-2025 07:38 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2868211,RAKESH KUMAR SAMAL,29-Mar-2025 01:50 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2867399,RASHMIRANJAN NAYAK,26-Mar-2025 02:02 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2872892,RATIRANJAN NAYAK,29-Mar-2025 09:46 AM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2869091,RITUPARNA GOSWAMI,29-Mar-2025 02:14 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2868585,RUPALI ROY,29-Mar-2025 03:01 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2872604,RUTUPARNA BISWAL,28-Mar-2025 10:30 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2872268,SANTOSH KUMAR MOHAPATRA,28-Mar-2025 10:47 PM,Rejected-Finance,Did not win the lottery,10-May-2025 12:20 PM,,,,,,,,AOC
