Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,2823228,BINAYA BHUSAN PATTNAIK,20-Feb-2025 07:05 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,2828916,BIRANCHI KUMAR DWIBEDI,21-Feb-2025 12:43 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,2833337,BIRENDRA KUMAR NAYAK,23-Feb-2025 07:55 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,2828276,BISHNU CHARAN BEHERA,20-Feb-2025 08:19 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,15,2830642,BISWAJIT DHAL,22-Feb-2025 01:47 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,16,2819886,BRAJESH PRASAD DAS,22-Feb-2025 07:39 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,17,2836542,CHINMAY CHIRASUNDAR PARIDA,24-Feb-2025 10:11 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,18,2827121,DAYANIDHI DAS,20-Feb-2025 11:31 AM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,19,2836135,DEEPTI RANJAN PANDA,24-Feb-2025 06:00 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,20,2831686,DIBYA RANJAN DAS,24-Feb-2025 01:44 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,21,2836408,Dibyasingha Majhi,24-Feb-2025 09:38 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,22,2837423,DILIP KHUNTIA,25-Feb-2025 02:07 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,23,2836904,DILLIP KUMAR SAMAL,25-Feb-2025 10:58 AM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,24,2831241,DIPAK RANJAN PARIDA,23-Feb-2025 07:45 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,25,2837273,JADUMANI DHAL,25-Feb-2025 01:13 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,26,2832272,JAHED HOSSAIN KHAN,24-Feb-2025 10:00 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,27,2833624,LILIMA SAHOO,24-Feb-2025 12:16 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,28,2837697,LOPAMUDRANAYAK,25-Feb-2025 03:56 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,29,2837512,MADHUSMITA SAMAL,25-Feb-2025 03:11 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,30,2831101,MITESH MOHANTY,23-Feb-2025 08:48 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,31,2826637,Monalisa Das,19-Feb-2025 11:49 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,32,2823110,M/S ANIL KUMAR SAMAL,17-Feb-2025 06:27 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,33,2832127,M/S BARADA PRASAD SAMAL,25-Feb-2025 10:09 AM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,34,2825367,M/S BISWAJIT BEHURIA,21-Feb-2025 10:57 AM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,35,2831477,M/S KRUSHNA CHANDRA BEHERA,23-Feb-2025 02:04 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,36,2826206,M/S LENIN KUMAR DAS,19-Feb-2025 09:06 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,37,2827575,M/S MAA MANGALA STORE PROP. AMIYA RANJAN MISHRA,20-Feb-2025 01:57 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,38,2828477,M/S MONALISA DAS,20-Feb-2025 10:23 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,39,2833806,M/S SIDHARTH KUMAR SAMAL,24-Feb-2025 10:16 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,40,2837690,NIRANJAN DAS,25-Feb-2025 03:55 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,41,2832185,NIROJ NALINI PANDA,23-Feb-2025 11:01 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,42,2832786,PADMINI SAHOO,23-Feb-2025 07:59 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,43,2837433,PARTHA SARATHI MALLIK,25-Feb-2025 02:22 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,44,2832897,PRATIPARNA PARAKRANTA NAYAK,23-Feb-2025 10:16 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,45,2836965,Pravu Prasad Dhal,25-Feb-2025 02:42 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,46,2836499,PRIYANKA PATI,24-Feb-2025 10:18 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,47,2836797,RAJESH KUMAR SAHU,25-Feb-2025 08:06 AM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,48,2829834,RAKESH KUMAR SAHOO,23-Feb-2025 09:54 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,49,2830653,"RENUBALA NAYAK,PROP.-GLOBAL TRADERS",22-Feb-2025 10:18 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,50,2836658,RUPALI ROY,24-Feb-2025 11:16 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,51,2836259,SAGAR SAHANI,24-Feb-2025 07:37 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,52,2836541,SANJIB KUMAR SAHOO,24-Feb-2025 10:30 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,53,2831890,"Sankarsan Sahoo, Prop-R S Plumbing Solution",23-Feb-2025 12:07 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,54,2836601,SANTOSH KUMAR SAHOO,24-Feb-2025 10:49 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,55,2830038,SARATA CHANDRA MISHRA,23-Feb-2025 10:37 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,56,2830389,SASMITA NAYAK,22-Feb-2025 11:42 AM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,57,2833803,SATCHIDANANDA JENA,24-Feb-2025 12:23 AM,Accepted-AOC,Won the lottery,25-Jun-2025 04:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,58,2837573,SATYARANJAN SRICHANDAN,25-Feb-2025 04:01 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,59,2826287,SHANTI SAHOO,20-Feb-2025 10:04 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,60,2832923,SMRUTIRANJAN SAHOO,24-Feb-2025 02:19 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,61,2831257,SUDHAKAR NAYAK,22-Feb-2025 08:03 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,62,2835189,SUJATA PATRA,24-Feb-2025 02:02 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,63,2837363,UTTAM KUMAR JENA,25-Feb-2025 01:46 PM,Rejected-Technical,Does not satisfy as per DTCN,25-Jun-2025 03:58 PM,,,,,,,,,,,,,,,,AOC
