S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,1.0,Year Date change,Other,,"4,000",0.0,Nil,Nil,No,"6,840",Yes,fixed,,Nil,Nil,"S.E Barpali Irrigation Division,Barpali","O/o the S.E. Barpali Irrigation Division,Barpali",08-Apr-2025 11:00 AM,17-Apr-2025 11:00 AM,08-Apr-2025 11:00 AM,16-Apr-2025 05:00 PM,08-Apr-2025 11:00 AM ,15-Apr-2025 05:00 PM ,08-Apr-2025 11:00 AM,16-Apr-2025 05:00 PM,Improvement to water course (Right) within RD 00 m to RD 300 m offtaking at RD 18928 m Right Bhimtikra Distributary under lump critical for the year 2025-26,Improvement to water course (Right) within RD 00 m to RD 300 m offtaking at RD 18928 m Right Bhimtikra Distributary under lump critical for the year 2025-26,Please refer Tender documents. ,NA ,"6,83,954",Civil Works - Canal,NA ,Tender,90.0,45.0,Barpali,768029.0,NA ,NA ,NA ,O/o the Superintending Engineer Barpali Irrigation,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Bid Document,EMD,GSTIN,PAN,Affidavit,NRC and other documents as per DTCN","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Canal Irr.Divn,Bargarh",BID01 01-44 2025-26 ON LINE,2025_CEBBU_112267_36,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Superintending Engineer Barpali Irrigation Division,Barpali",Internal,,Madan Mohan Sethy,10-Jun-2025 08:55 PM,techsummary_535606.pdf (2260.25 KB),"Superintending Engineer Barpali Irrigation Division,Barpali",Internal,,Madan Mohan Sethy,10-Jun-2025 09:02 PM,finsummary_535606.pdf (2260.25 KB),Finance,open,Madan Mohan Sethy,19-Apr-2025 10:45 PM,,BOQ Comparative Chart,1,2885039,AMIT AGRAWAL,16-Apr-2025 11:32 AM,Rejected-Finance,Not qualified lottery,10-Jun-2025 09:02 PM,1.0,2882963.0,Lili Sahu,INR,"581,429","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Canal Irr.Divn,Bargarh",2025_CEBBU_112267_36,BID01 01-44 2025-26 ON LINE,Improvement to water course (Right) within RD 00 m to RD 300 m offtaking at RD 18928 m Right Bhimtikra Distributary under lump critical for the year 2025-26,10-Jun-2025,"INR 581,429",45.0,Madan Mohan Sethy,10-Jun-2025 09:07 PM,36.pdf (162.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2885276,BIPRA JIMUTA BAHANA DASH,15-Apr-2025 07:54 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 09:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2883778,JEEVARDHAN NAIK,14-Apr-2025 11:24 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 09:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2880506,JUBULI MISHRA,16-Apr-2025 01:25 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 09:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2885646,LAKSHAPATI MAHANANDA,16-Apr-2025 03:39 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 09:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2882963,Lili Sahu,12-Apr-2025 06:41 PM,Accepted-AOC,AOC,10-Jun-2025 09:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2885549,PRIYAJIT BARAPANDA,16-Apr-2025 04:47 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 09:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2881875,RATRU RANA,11-Apr-2025 11:52 AM,Rejected-Finance,Not qualified lottery,10-Jun-2025 09:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2884246,RINKI SAHU,16-Apr-2025 01:14 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 09:02 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2884652,SANJAYA KUMAR NAYAK,16-Apr-2025 01:48 PM,Rejected-Finance,Not qualified lottery,10-Jun-2025 09:02 PM,,,,,,,,,,,,,,,,AOC
