S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2768724.0,M/S OMM SAI ASSOCIATES,INR,"7,183,333",CITY ENGINEER,Internal,"CITY ENGINEER ,EE DRAINAGE,EE TENDERCELL,CFO,ZC(LEGAL)",Priyabrata Behera,04-Jun-2025 03:56 PM,finsummary_524341.pdf (221.92 KB),Technical,2 bids opened successfully,Lipsa Parida,28-Jan-2025 12:18 PM,technical_524341.pdf,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_109157_4,BMC-EE-Tender Cell-56/2024-25 Dt. 04.01.2025,Construction of internal RCC Box drain from Haldipadia to Trinath Temple Laxmisagar in ward no. 33 up to main drain no 5,Finance,2 bids opened successfully,Lipsa Parida,01-Mar-2025 04:04 PM,finance_524341.pdf,BOQ Comparative Chart,1,2768819,AMBUJA BHUSAN SETHY,21-Jan-2025 02:34 PM,Rejected-Finance,other than 1st lowest,04-Jun-2025 03:56 PM,04-Jun-2025,"INR 7,183,333",180.0,Priyabrata Behera,04-Jun-2025 04:01 PM,wo-531.24.pdf (1484.00 KB),AOC,Executive Engineer (Central Tender Cell),"UG floor,Central Tender Cell,BMC, ICOMC Tower","59,300",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Scanned copies of all documents,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-56/2024-25 Dt. 04.01.2025,2025_ORULB_109157_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,"10,000",0.0,Nil,Nil,No,Construction of internal RCC Box drain from Haldipadia to Trinath Temple Laxmisagar in ward no. 33 up to main drain no 5,Construction of internal RCC Box drain from Haldipadia to Trinath Temple Laxmisagar in ward no. 33 up to main drain no 5,Please refer Tender documents. ,NA ,"59,24,643",Civil Works - Others,NA ,Tender,120.0,180.0,BMC Area,751022.0,"UG floor,Central Tender Cell,BMC, ICOMC Tower ","UG floor,Central Tender Cell,BMC, ICOMC Tower ",16-Jan-2025 12:00 PM ,"Central Tender Cell,BMC",No ,No,10-Jan-2025 04:00 PM,28-Jan-2025 11:30 AM,10-Jan-2025 04:00 PM,27-Jan-2025 05:00 PM,10-Jan-2025 04:00 PM ,15-Jan-2025 04:00 PM ,10-Jan-2025 04:00 PM,27-Jan-2025 05:00 PM,01-Mar-2025 03:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,2768724,M/S OMM SAI ASSOCIATES,21-Jan-2025 02:04 PM,Accepted-AOC,1st lowest,04-Jun-2025 04:02 PM,,,,,,,AOC,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
