Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,"ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWA","O/O THE ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR, DELTA SQUARE",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,ACEM/MDS-01/2025-26,2025_CEMWR_112766_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,28-Apr-2025 10:00 AM,09-May-2025 12:00 PM,28-Apr-2025 10:00 AM,08-May-2025 05:30 PM,28-Apr-2025 10:00 AM ,08-May-2025 05:30 PM ,28-Apr-2025 10:00 AM,08-May-2025 05:30 PM,"Supply, Fabrication, Erection, Testing and Commissioning of 03 nos. of Sluice Gate (size- 2400 mm x 1800 mm) at Kharada Nallah near Village Madhapur in Chandbali Block under Drainage Division, Bhadrak","Supply, Fabrication, Erection, Testing and Commissioning of 03 nos. of Sluice Gate (size- 2400 mm x 1800 mm) at Kharada Nallah near Village Madhapur in Chandbali Block under Drainage Division, Bhadrak",Please refer Tender documents. ,NA ,"17,96,513",Mechanical Works,NA ,Tender,90.0,60.0,"MADHAPUR, CHANDABALI BLOCK",756132.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,1.0,ICICI BANK,"18,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN",AOC,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,RAMESH LADI,04-Jun-2025 01:23 PM,finsummary_537361.pdf (321.36 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2025_CEMWR_112766_1,ACEM/MDS-01/2025-26,"Supply, Fabrication, Erection, Testing and Commissioning of 03 nos. of Sluice Gate (size- 2400 mm x 1800 mm) at Kharada Nallah near Village Madhapur in Chandbali Block under Drainage Division, Bhadrak",1.0,2903477.0,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,INR,"1,527,216",Finance,ALL BID DOCUMENTS ARE DOWNLOADED,RAMESH LADI,09-May-2025 01:00 PM,,BOQ Comparative Chart,1,2908875,ABHISEKH ENTERPRISERS,08-May-2025 12:43 PM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,18-Jun-2025,"INR 1,527,216",60.0,RAMESH LADI,18-Jun-2025 11:41 AM,mds01aoc.pdf (229.00 KB),"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,RAMESH LADI,04-Jun-2025 12:12 PM,techsummary_537361.pdf (557.02 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,2908961,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",08-May-2025 01:10 PM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2903616,BANASHREE BHUYAN,08-May-2025 11:21 AM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2903634,LAXMIDHRA BHUYAN,08-May-2025 11:10 AM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2906140,M/S Abirvab Steel Product,08-May-2025 10:55 AM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2903486,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,08-May-2025 09:50 AM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2905837,M/S Ashreebad Fabricators,08-May-2025 07:41 AM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2903477,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,08-May-2025 10:01 AM,Accepted-AOC,WINNER OF THE LOTTERY,18-Jun-2025 11:42 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2908999,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,08-May-2025 01:51 PM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2907949,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",08-May-2025 07:46 AM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2903157,M/S. SANJEEB ENTERPRISERS,04-May-2025 07:25 AM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2906654,M/S SHREE INDUSTRIES,08-May-2025 01:53 PM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2908039,ORIFEB INDUSTRIES,08-May-2025 08:46 AM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2906571,POOJARINI ENTERPRISERS,06-May-2025 11:44 AM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2906159,Sarkar Engineering Works,05-May-2025 03:38 PM,Rejected-Finance,LOOSER OF THE LOTTERY,04-Jun-2025 01:23 PM,,,,,,,,,,,,,AOC
