Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Head(Contract and Procurement),"OMC Ltd., OMC House , Bhubaneswar",1.0,CORRIGENDUM 1,Date,,Orissa Mining Corporation,OMC/E-PROC/CP/032/2024 dated 27.09.2024,2024_OMC_105253_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,"3,35,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,28-Sep-2024 11:00 AM,11-Nov-2024 05:00 PM,28-Sep-2024 11:00 AM,11-Nov-2024 03:00 PM,28-Sep-2024 11:00 AM ,15-Oct-2024 05:00 PM ,25-Oct-2024 11:00 AM,11-Nov-2024 03:00 PM,07-Feb-2025 05:00 PM,"11,800",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical,.pdf,"PAN,GSTIN AND OTHER DOCUMENTS AS PER DTCN",Drone-based Topographic Survey at Various Mine Leases of OMC Limited,Drone-based Topographic Survey at Various Mine Leases of OMC Limited,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,1095.0,Various Mine Leases of OMC Limited,751001.0,Through VC ,Through VC ,18-Oct-2024 03:30 PM ,"OMC Ltd., OMC House , Bhubaneswar",No ,No,AOC,1.0,2593111.0,Garuda Aerospace Pvt Ltd,INR,"16,608,179",19-Jun-2025,"INR 16,608,179",1095.0,Nandini Nibedita Pal,19-Jun-2025 03:07 PM,LOADrone.pdf (1188.00 KB),Awarded for the work,Finance,Financial opening summary,Nandini Nibedita Pal,07-Feb-2025 06:07 PM,finance_507934.pdf,BOQ Comparative Chart,Director(HR),Internal,"CGM(Finance), GM(CP), Advisor(Legal), AGM(Geo) PMC",Nandini Nibedita Pal,14-May-2025 03:42 PM,finsummary_507934.pdf (1448.29 KB),Technical,Technical opening summary,Nandini Nibedita Pal,12-Nov-2024 02:50 PM,technical_507934.pdf,Orissa Mining Corporation,2024_OMC_105253_1,OMC/E-PROC/CP/032/2024 dated 27.09.2024,Drone-based Topographic Survey at Various Mine Leases of OMC Limited,1,2613115,Aarav Unmanned Systems Private Limited,11-Nov-2024 01:28 PM,Rejected-Finance,Other than L1,14-May-2025 03:42 PM,Director(HR),Internal,"CGM)Fin), GM(CP), Advisor(Legal), AGM(Geo)PMC",Nandini Nibedita Pal,06-Feb-2025 05:21 PM,07-Feb-2025 05:00 PM,techsummary_507934.pdf (1013.06 KB),AOC
,,2.0,CORRIGENDUM 2,Technical Bid,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,ANY OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2634127,AERODYNE INDIA VENTURES PRIVATE LIMITED,11-Nov-2024 11:52 AM,Rejected-Technical,Techno-commercially Disqualified,06-Feb-2025 05:21 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2639185,ARKITECHNO Consultants (India) Pvt. Ltd.,11-Nov-2024 02:56 PM,Rejected-Technical,Techno-commercially Disqualified,06-Feb-2025 05:21 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,RATE OF GST,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2598333,DATAPKT PRIVATE LIMITED,11-Nov-2024 02:29 PM,Rejected-Technical,Techno-commercially Disqualified,06-Feb-2025 05:21 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2633989,EDALL SYSTEMS AND SERVICES PRIVATE LIMITED,11-Nov-2024 12:59 PM,Rejected-Technical,Techno-commercially Disqualified,06-Feb-2025 05:21 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2593111,Garuda Aerospace Pvt Ltd,10-Nov-2024 12:02 AM,Accepted-AOC,Awarded for the work including GST for three years,19-Jun-2025 03:08 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2631416,GarudaUAV SOFT SOLUTIONS Private Limited,11-Nov-2024 10:31 AM,Rejected-Finance,Other than L1,14-May-2025 03:42 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2637810,Indrones Solutions Private Limited,11-Nov-2024 02:55 PM,Rejected-Finance,Other than L1,14-May-2025 03:42 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2635876,Inventgrid India Private Limited,11-Nov-2024 02:33 PM,Rejected-Technical,Techno-commercially Disqualified,06-Feb-2025 05:21 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2604645,M/s Drogo Drones Private Limited,11-Nov-2024 02:41 PM,Rejected-Technical,Techno-commercially Disqualified,06-Feb-2025 05:21 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2612331,Shubh Consultants & Technocrats LLP,11-Nov-2024 12:35 PM,Rejected-Technical,Techno-commercially Disqualified,06-Feb-2025 05:21 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2638551,SKYLARK DRONES PRIVATE LIMITED,11-Nov-2024 02:58 PM,Rejected-Finance,Other than L1,14-May-2025 03:42 PM,,,,,,,,AOC
