Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,25-Jun-2025 12:30 PM,techsummary_537238.pdf (185.34 KB),1,2901159,AMIT KUMAR BEHERA,30-Apr-2025 07:55 PM,Accepted-AOC,Selected as winner through transparent lottery system.,25-Jun-2025 05:07 PM,25-Jun-2025,"INR 846,629",90.0,Umakant Nayak,25-Jun-2025 05:07 PM,WO_18.pdf (294.00 KB),Sri Amit Kumar Behera is selected as winner of this tender through transparent lottery system. So the work order may be issued in favour of Sri Amit Kumar Behera.,1.0,2901159.0,AMIT KUMAR BEHERA,INR,"846,629",Finance,Technical Bid Opening,Umakant Nayak,21-Jun-2025 03:54 PM,finance_537238.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Superintending Engineer, Accountant, AEE Estimator",Umakant Nayak,25-Jun-2025 03:57 PM,finsummary_537238.pdf (185.34 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",2025_CEBBU_112716_1,SESID-01(18)/2025-26,Canal Works,AOC,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE Sambalpur Irrigation Division Sambalpur",SESID-01(18)/2025-26,2025_CEBBU_112716_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,960",Yes,fixed,,Nil,Nil,23-Apr-2025 11:00 AM,03-May-2025 11:00 AM,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,23-Apr-2025 11:00 AM ,02-May-2025 05:00 PM ,23-Apr-2025 11:00 AM,02-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GST, PAN, Contractor RC, Affidavit, Undertakings, Other document as per DTCN",Canal Works,Construction of Trough wall in between RD 10320m to RD 10400m in Sambalpur Distributary for 2025-26.,As per DTCN ,NA ,"9,95,917",Civil Works - Canal,NA ,Tender,90.0,90.0,Sambalpur,768001.0,NA ,NA ,NA ,"O/o the SE, SID, Sambalpur",No ,No,Superintending Engineer,"Office of the Superintending Engineer, Sambalpur Irrigation Division, Sambalpur","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,2,2896058,BADRINATH BHOI,30-Apr-2025 10:34 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,2903107,BIMAL MAHAPATRA,01-May-2025 04:00 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2901280,BRAJA MOHAN BADHAI,01-May-2025 11:39 AM,Rejected-AOC,Not selected.,25-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2902875,CHANDRABHANU DASH,01-May-2025 11:30 AM,Rejected-AOC,Not selected.,25-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2903033,KULAMANI SAHANSIA,01-May-2025 10:27 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2900573,PRADIP MEHER,01-May-2025 11:38 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2902846,PUJARANI SAMAL,01-May-2025 11:26 AM,Rejected-AOC,Not selected.,25-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2902194,SAGARIKA MISHRA,30-Apr-2025 08:54 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2903189,SANDHYARANI SAHU,01-May-2025 03:46 PM,Rejected-AOC,Not selected.,25-Jun-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
