S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",Cluster of Constn. of 6 Nos. F type Qtr. and 4 Nos. E type Qtr. at Nachuni P.S Khordha,Building Work,Please refer Tender documents  ,NA ,"2,99,39,530",Civil Works - Buildings,NA ,Tender,90.0,365.0,Khordha,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,Orissa State Police Housing and Welfare Corporation Ltd,13/OPHWC/2024-25,2025_OSPHW_109249_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,09-Jan-2025 06:55 PM,27-Jan-2025 10:30 AM,09-Jan-2025 06:55 PM,24-Jan-2025 05:00 PM,NA ,NA ,09-Jan-2025 06:55 PM,24-Jan-2025 05:00 PM,04-Apr-2025 10:30 AM,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,"2,99,400",Yes,fixed,,Nil,Nil,AOC,as per as acceptance letter,Internal,as per as acceptance letter,BIBHUTI BHUSHAN NAIK,05-Jun-2025 11:20 AM,finsummary_524885.pdf (390.87 KB),Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_109249_4,13/OPHWC/2024-25,Cluster of Constn. of 6 Nos. F type Qtr. and 4 Nos. E type Qtr. at Nachuni P.S Khordha,Technical,THREE BIDDER HAVE PARTICIAPTED,Bikram Keshari Malla,27-Jan-2025 04:02 PM,,1.0,2766342.0,SUBRAT KALAS,INR,"26,328,822.38",1,2773124,ASHOK KUMAR SETHI,24-Jan-2025 12:57 PM,Rejected-Finance,due to l2 bidder,05-Jun-2025 11:20 AM,05-Jun-2025,"INR 26,328,822.38",365.0,BIBHUTI BHUSHAN NAIK,05-Jun-2025 11:24 AM,work5.pdf (617.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 13.05.2025,Finance,FINANCIAL BID OPEN AND COMPARATIVE GENERATED,Bikram Keshari Malla,04-Apr-2025 11:42 AM,,BOQ Comparative Chart,AS PER TC MINUTES,Internal,AS PER TC MINUTES,Mohan Kumar Ka,03-Apr-2025 05:27 PM,04-Apr-2025 10:30 AM,techsummary_524885.pdf (312.65 KB),AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2768115,MITALIKA SWAIN,23-Jan-2025 09:30 PM,Rejected-Finance,due to l2 bidder,05-Jun-2025 11:20 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2766342,SUBRAT KALAS,24-Jan-2025 01:05 PM,Accepted-AOC,qualified bidder,05-Jun-2025 11:24 AM,,,,,,,,,,,,,,,,,,,,,AOC
