Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
const of community hall at Laxmi nagar new st. in wno-17,const of community hall at Laxmi nagar new st. in wno-17,Please refer tender documents ,NA ,"13,61,102",Civil Works - Others,NA ,Tender,120.0,90.0,"Berhampur Municipal Corporation, Berhampur",760002.0,NA ,NA ,NA ,Berhampur Municipal Corporation,No ,No,"Commissioner,","Berhampur Municipal Corporation, Berhampur",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, BID COST, EMD AND REGISTRATION ETC AS PER DTCN",Municipal Bodies||Brahmapur Municipal Corporation,BeMC (BAM)/ 298/ 2024-2025,2024_ORULB_105443_135,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,09-Oct-2024 03:00 PM,25-Oct-2024 11:30 AM,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,09-Oct-2024 03:00 PM ,15-Oct-2024 02:00 PM ,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,"13,611",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,AOC,1.0,2583764.0,K VIJAYA,INR,"1,429,157.56",Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,04-Jun-2025 01:56 PM,finsummary_508811.pdf (227.94 KB),1,2584610,Biswanath Rana,19-Oct-2024 05:48 PM,Rejected-Finance,Rejected,04-Jun-2025 01:56 PM,Municipal Bodies||Brahmapur Municipal Corporation,2024_ORULB_105443_135,BeMC (BAM)/ 298/ 2024-2025,const of community hall at Laxmi nagar new st. in wno-17,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Susanta Dung Dung,04-Jun-2025 01:50 PM,techsummary_508811.pdf (489.89 KB),Finance,Admitted,Sanjukta Kumari Raipatro,29-Oct-2024 04:52 PM,finance_508811.pdf,BOQ Comparative Chart,04-Jun-2025,"INR 1,361,102.44",90.0,Susanta Dung Dung,04-Jun-2025 02:01 PM,298_135-1.pdf (368.00 KB),As per estimated rate,AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2583764,K VIJAYA,18-Oct-2024 06:46 PM,Accepted-AOC,Accepted,04-Jun-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
