EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"4,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTN,Tender Cost,EMD,Affidavit and Other Documents as per DTCN",26-Nov-2024 04:30 PM,05-Dec-2024 11:30 AM,26-Nov-2024 04:30 PM,04-Dec-2024 05:00 PM,26-Nov-2024 04:30 PM ,03-Dec-2024 05:00 PM ,26-Nov-2024 04:30 PM,04-Dec-2024 05:00 PM,S/R to R.I. office at Kakudikuda for the year 2024-25 in the Dist. of Jajpur.,S/R to R.I. office at Kakudikuda for the year 2024-25 in the Dist. of Jajpur.,Please refer Tender documents. ,NA ,"4,20,016",Civil Works - Buildings,NA ,Tender,90.0,30.0,JAJPUR,755007.0,NA ,NA ,NA ,"RURAL WORKS DIVISION,JAJPUR",No ,No,"SUPERINTENDING ENGINEER, R.W.DIVISION,JAJPUR","RURAL WORKS DIVISION,JAJPUR",1.0,ICICI BANK,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,Tender Online 05 JJPT OF 2024-25,2024_CERWI_107552_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,AOC,EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,04-Jun-2025 10:55 AM,techsummary_517885.pdf (527.66 KB),EXECUTIVE ENGINEER,Internal,"DAO,ESTIMATOR",Gyanaranjan Nayak,17-Jun-2025 01:10 PM,finsummary_517885.pdf (358.73 KB),Finance,20 Nos Bidders Participated,Gyanaranjan Nayak,09-Dec-2024 11:34 AM,,BOQ Comparative Chart,17-Jun-2025,"INR 357,055.56",30.0,Gyanaranjan Nayak,17-Jun-2025 01:19 PM,05.pdf (359.00 KB),AWARD OF CONTRACT,1.0,2679685.0,BIKASH SAHOO,INR,"357,055.56",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR,2024_CERWI_107552_12,Tender Online 05 JJPT OF 2024-25,S/R to R.I. office at Kakudikuda for the year 2024-25 in the Dist. of Jajpur.,1,2680407,ANIL KUMAR SAMANTARAY,04-Dec-2024 01:16 PM,Rejected-AOC,Not Qualify,17-Jun-2025 01:19 PM,AOC
,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2679826,ASHOK SAHOO,03-Dec-2024 09:02 PM,Rejected-AOC,Not Qualify,17-Jun-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2679735,BIJENDRA BISWAL,03-Dec-2024 09:08 PM,Rejected-AOC,Not Qualify,17-Jun-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2679685,BIKASH SAHOO,03-Dec-2024 08:44 PM,Accepted-AOC,Qualify,17-Jun-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2677782,DILLIP KUMAR MALLIK,03-Dec-2024 11:01 AM,Rejected-AOC,Not Qualify,17-Jun-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2679768,DIPAK RANJAN PARIDA,03-Dec-2024 08:47 PM,Rejected-AOC,Not Qualify,17-Jun-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2680332,KAMALAKANTA JENA,04-Dec-2024 10:42 AM,Rejected-AOC,Not Qualify,17-Jun-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2680027,LAXMIDHAR SAHOO,03-Dec-2024 10:45 PM,Rejected-AOC,Not Qualify,17-Jun-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2681279,MAHABIR CONSTRUCTION,04-Dec-2024 02:43 PM,Rejected-AOC,Not Qualify,17-Jun-2025 01:19 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2679864,MAHESWAR SAHOO,03-Dec-2024 09:17 PM,Rejected-AOC,Not Qualify,17-Jun-2025 01:19 PM,AOC
