Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
18-Jun-2025,"INR 599,317",90.0,Anil Kumar Das,19-Jun-2025 11:59 AM,4059.pdf (285.00 KB),1,2911282,AMIT KUMAR SAHOO,10-May-2025 03:09 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:26 PM,1.0,2916609.0,DHRUBA CHARAN SAHOO,INR,"599,317",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_112882_13,EERWPH-01/2025-26,"PH works (SI,SD AND WS) to Construction of Sub centre building at Luhasingha of Khaprakhol block in Balangir Dist under State Plan-MMSSM in the F.Y.-2023-24.",Finance,comparative statement,Anil Kumar Das,15-May-2025 03:37 PM,finance_537871.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Anil Kumar Das,18-Jun-2025 03:26 PM,finsummary_537871.pdf (61.63 KB),Executive Engineer,Internal,,Anil Kumar Das,29-May-2025 01:13 PM,techsummary_537871.pdf (560.82 KB),AOC,"Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010","7,100",Yes,fixed,,Nil,Nil,"PH works (SI,SD AND WS) to Construction of Sub centre building at Luhasingha of Khaprakhol block in Balangir Dist under State Plan-MMSSM in the F.Y.-2023-24.","PH works (SI,SD AND WS) to Construction of Sub centre building at Luhasingha of Khaprakhol block in Balangir Dist under State Plan-MMSSM in the F.Y.-2023-24.",Please refer Tender documents. ,NA ,"7,04,996",Civil Works - Buildings,NA ,Tender,90.0,NA ,Luhasingha,767027.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,03-May-2025 11:00 AM,14-May-2025 11:00 AM,03-May-2025 11:00 AM,13-May-2025 05:00 PM,NA ,NA ,03-May-2025 11:00 AM,13-May-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card.",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-01/2025-26,2025_CERWI_112882_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,2,2912661,DHANANJAYA PADHAN,12-May-2025 05:54 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2916609,DHRUBA CHARAN SAHOO,13-May-2025 04:54 PM,Accepted-AOC,Qualified in transparancy lottery,19-Jun-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2915591,JYOTI INFRA,13-May-2025 03:24 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2912834,MOHAMMED ANISH,12-May-2025 11:58 AM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2911301,NISHITA SWAIN,10-May-2025 03:32 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2911155,PRADEEP KUMAR SAHOO,12-May-2025 03:38 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2916281,PRAFULLA KUMAR NAYAK,13-May-2025 04:08 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2913718,RAHUL KUMAR SAHU,12-May-2025 05:58 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2914698,RAJIB KUMAR HOTA,13-May-2025 02:08 PM,Rejected-Finance,Not Qualified in transparency lottery,18-Jun-2025 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
