Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
DAO,Internal,DAO,Prasanta Kumar Behera,10-Jun-2025 11:48 AM,techsummary_521814.pdf (988.02 KB),10-Jun-2025,"INR 2,928,579",90.0,Dinesh Kumar Sahu,10-Jun-2025 12:29 PM,Aoccourt.pdf (807.00 KB),The work is awarded to Jagannath Superstructure being 14.99% less then the estimated cost.,1,2737684,Abinash Das,08-Jan-2025 04:31 PM,Rejected-Finance,NOT-WINNER IN LOTERY SYSTEM,10-Jun-2025 11:59 AM,1.0,2731445.0,JAGANNATHDHAM SUPERSTRUCTURES,INR,"2,928,579",Finance,OPENING SUMMARY,Prasanta Kumar Behera,10-Jun-2025 11:42 AM,finance_521814.pdf,BOQ Comparative Chart,DAO,Internal,DAO,Prasanta Kumar Behera,10-Jun-2025 11:59 AM,finsummary_521814.pdf (366.54 KB),EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,2024_EICCL_108733_1,SE-BLG-12/2024-25,Repair and Renovation work of Civil Court Complex at Balliguda for the year 2024-25. Civil AND E.I Work,AOC,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN LICENCE AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN,Repair and Renovation work of Civil Court Complex at Balliguda for the year 2024-25. Civil AND E.I Work,Repair and Renovation work of Civil Court Complex at Balliguda for the year 2024-25. Civil AND E.I Work,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Rate Contract,90.0,90.0,SUPERITENDING ENGINEER BALLIGUDA R AND B DIVISION,762103.0,NA ,NA ,NA ,SUPERITENDING ENGINEER BALLIGUDA R AND B DIVISION,No ,No,24-Dec-2024 04:55 PM,10-Jan-2025 11:30 AM,24-Dec-2024 04:55 PM,09-Jan-2025 05:00 PM,NA ,NA ,24-Dec-2024 04:55 PM,09-Jan-2025 05:00 PM,SUPERITENDING ENGINEER BALLIGUDA R AND B DIVISION,SUPERITENDING ENGINEER BALLIGUDA R AND B DIVISION,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,SE-BLG-12/2024-25,2024_EICCL_108733_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"34,500",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,2739681,AJIT MALLICK,09-Jan-2025 12:21 PM,Rejected-Finance,NOT-WINNER IN LOTERY SYSTEM,10-Jun-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.pdf,MEMORENDUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,3,2740800,BHAGIRATHI BEHERA,09-Jan-2025 04:36 PM,Rejected-Finance,NOT-WINNER IN LOTERY SYSTEM,10-Jun-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2740877,BRAMHA NANDA NAYAK,09-Jan-2025 04:30 PM,Rejected-Finance,NOT-WINNER IN LOTERY SYSTEM,10-Jun-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2740005,GEETANJALI DEI,09-Jan-2025 01:18 PM,Rejected-Finance,NOT-WINNER IN LOTERY SYSTEM,10-Jun-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2731445,JAGANNATHDHAM SUPERSTRUCTURES,07-Jan-2025 10:47 AM,Accepted-AOC,The work awarded to Jagannathdham Superstructure,10-Jun-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2730003,MANOJ KUMAR DALEI,05-Jan-2025 07:11 PM,Rejected-Finance,NOT-WINNER IN LOTERY SYSTEM,10-Jun-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2739952,Martina Nayak,09-Jan-2025 01:13 PM,Rejected-Technical,Disqualified,10-Jun-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2740314,M/S SAI ELECTRICALS,09-Jan-2025 02:17 PM,Rejected-Finance,NOT-WINNER IN LOTERY SYSTEM,10-Jun-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2740642,MS SAMPADA BEHURA,09-Jan-2025 03:40 PM,Rejected-Technical,Disqualified,10-Jun-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
