Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Chandbali NAC,CNB NAC/10,2024_ORULB_108861_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,916",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"Executive Officer, Chandabali NAC","Executive Officer, Chandabali NAC, Chandabali",1.0,Fee/PreQual/Technical/Finance,.pdf,"Pan Card, GST, Paper Cost, Valid RC, Labour License Affidavit, Bid Security Declaration","4,000",0.0,Nil,Nil,No,30-Dec-2024 05:00 PM,13-Jan-2025 11:30 AM,30-Dec-2024 05:00 PM,10-Jan-2025 05:00 PM,NA ,NA ,30-Dec-2024 05:00 PM,10-Jan-2025 05:00 PM,"Sinking of 150mm x 125 mm size production well through DTH or Combination drilling Rigs in hard rock areas with PVC GI casing pipes with Water Supply Pipe Line to SeTP, At Kunjakalika in Ward No-12","Sinking of 150mm x 125 mm size production well through DTH or Combination drilling Rigs in hard rock areas with PVC GI casing pipes with Water Supply Pipe Line to SeTP, At Kunjakalika in Ward No-12",Please refer Tender documents. ,NA ,"7,91,635",Civil Works - Others,NA ,Tender,60.0,60.0,Chandabali NAC,756133.0,NA ,NA ,NA ,Chandabali NAC,No ,No,AOC,Municipal Bodies||Chandbali NAC,2024_ORULB_108861_5,CNB NAC/10,"Sinking of 150mm x 125 mm size production well through DTH or Combination drilling Rigs in hard rock areas with PVC GI casing pipes with Water Supply Pipe Line to SeTP, At Kunjakalika in Ward No-12",EO,Internal,"EO, ME,AEE AND OTHERS",Prabhat Kumar Sahoo,08-Apr-2025 08:29 AM,finsummary_522575.pdf (261.10 KB),Finance,OPENING SUCESSFULLY,Santanu Kumar Sahoo,13-Jan-2025 09:02 PM,,BOQ Comparative Chart,1.0,2729424.0,Murchhana Sahoo,INR,"672,946",08-Apr-2025,"INR 672,946",60.0,Santanu Kumar Sahoo,10-Jun-2025 12:13 PM,Work_Order.pdf (448.00 KB),DUE TO L1 IN LOTTERY,1,2735213,AJAYA KUMAR DASH,07-Jan-2025 04:34 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,EO,Internal,"EO, ME,AEE AND OTHERS",Prabhat Kumar Sahoo,08-Apr-2025 08:20 AM,techsummary_522575.pdf (261.10 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2736524,Ajaya Sethi,08-Jan-2025 10:24 AM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2738639,BRAJASUNDAR MOHANTY,08-Jan-2025 07:51 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2730125,CHANDAN KUMAR BAL,08-Jan-2025 02:28 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2741928,Dilip Kumar Das,10-Jan-2025 12:06 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2741892,DILLIP BEHERA,10-Jan-2025 09:47 AM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2738557,GANGADHAR DAS,08-Jan-2025 07:23 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2736778,Harapriya Padhi,08-Jan-2025 12:28 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2740860,Hrushikesh Sahoo,09-Jan-2025 04:42 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2740906,KAMALAKANTA MOHALIK,09-Jan-2025 04:47 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2735755,KEDAR KUMAR NAYAK,07-Jan-2025 08:00 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2741107,MINAKETAN MAHALIK,09-Jan-2025 06:55 PM,Rejected-AOC,DISQUALIFY IN LOTTERY,10-Jun-2025 12:14 PM,,,,,,,AOC
