Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,6nos bids received,Ashis Kumar Nayak,18-Feb-2025 12:17 PM,,BOQ Comparative Chart,1.0,2816380.0,Jaya Prakash Routray,INR,"428,368",EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_110253_1,SE CTC (RandB)-55 of 2024-25,"S/R to Central Store in SCBMCH, Cuttack (such as renovation of security control room)",Er Prabhas Kumar Majhi SE,Internal,Er Rashmirekha Behera AE Estr Er Parsuram Sahu EE Estr Mr Abadhut Das Sr DAO,Debendra Kumar Behera,22-Jun-2025 05:50 PM,finsummary_528781.pdf (576.46 KB),Er Ashis Kumar Nayak SE,Internal,Er Rashmirekha Behera AE Estr Er Parsuram Sahu EE Estr Mr Abadhut Das Sr DAO,Ashis Kumar Nayak,27-Feb-2025 06:19 PM,techsummary_528781.pdf (655.90 KB),22-Jun-2025,"INR 428,368",30.0,Debendra Kumar Behera,22-Jun-2025 05:53 PM,110253_1_A.pdf (366.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 11.03.2025 to complete the work by 10.04.2025 in all respect,1,2810625,AMAR KUMAR RAM,11-Feb-2025 05:54 PM,Rejected-Technical,Disqualified,27-Feb-2025 06:19 PM,AOC,SE Cuttack RandB Division No.I Cuttack,O/O SE Cuttack RandB Division No.I Cuttack,"5,100",Yes,fixed,,Nil,Nil,06-Feb-2025 02:00 PM,18-Feb-2025 11:00 AM,06-Feb-2025 02:00 PM,17-Feb-2025 05:00 PM,NA ,NA ,06-Feb-2025 02:00 PM,17-Feb-2025 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-55 of 2024-25,2025_EICCL_110253_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory documents as per DTCN","S/R to Central Store in SCBMCH, Cuttack (such as renovation of security control room)",Building work,As per DTCN ,NA ,"5,03,903",Civil Works - Buildings,NA ,Tender,90.0,30.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2819755,DEBASISH SWAIN,15-Feb-2025 07:05 PM,Rejected-AOC,Rejected,22-Jun-2025 05:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2816380,Jaya Prakash Routray,15-Feb-2025 12:55 PM,Accepted-AOC,Accepted,22-Jun-2025 05:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2819658,JAYASHREE BEHERA,15-Feb-2025 06:06 PM,Rejected-AOC,Rejected,22-Jun-2025 05:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2816738,SRIKANTA KUMAR SATAPATHY,13-Feb-2025 07:06 PM,Rejected-AOC,Rejected,22-Jun-2025 05:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2812941,YUDHISTHIRA PANDA,12-Feb-2025 01:37 PM,Rejected-AOC,Rejected,22-Jun-2025 05:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
