Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents of this DTCN",Municipal Bodies||Brajrajnagar Municipality,BRJNRM-07/2024-25,2025_ORULB_111970_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"15,000",Yes,fixed,,Nil,Nil,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,27-Mar-2025 06:00 PM,08-Apr-2025 11:00 AM,27-Mar-2025 06:00 PM,07-Apr-2025 05:00 PM,NA ,NA ,27-Mar-2025 06:00 PM,07-Apr-2025 05:00 PM,Const. of C.C. Road Bajrang Chowk to Satyanand Majhi House.,C.C. Road,Please refer Tender documents ,NA ,"15,00,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,AOC,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,03-Jun-2025 08:39 AM,techsummary_534603.pdf (757.28 KB),"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,03-Jun-2025 08:42 AM,finsummary_534603.pdf (757.28 KB),Finance,ok,Chandramani Swain,06-May-2025 07:32 AM,finance_534603.pdf,BOQ Comparative Chart,03-Jun-2025,"INR 1,500,000",90.0,Chandramani Swain,03-Jun-2025 08:45 AM,18.pdf (186.00 KB),1.0,2877413.0,DILESWAR NAIK,INR,"1,270,087.52",Municipal Bodies||Brajrajnagar Municipality,2025_ORULB_111970_18,BRJNRM-07/2024-25,Const. of C.C. Road Bajrang Chowk to Satyanand Majhi House.,1,2877413,DILESWAR NAIK,06-Apr-2025 07:05 PM,Accepted-AOC,Accepted,03-Jun-2025 08:45 AM,AOC
,,,,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2877430,KANHAYA RAJAK,06-Apr-2025 07:19 PM,Rejected-AOC,Rejected,03-Jun-2025 08:45 AM,AOC
