Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of Paver road from Bansi Rath house to Tapan rath house in Ward No. 20,Construction of Paver road from Bansi Rath house to Tapan rath house in Ward No. 20,Please refer Tender documents. ,NA ,"5,14,407",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,Municipal Bodies||Bhawanipatna Municipality,BPM/02/2025-26,2025_ORULB_113631_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",21-May-2025 02:00 PM,30-May-2025 05:00 PM,21-May-2025 02:00 PM,30-May-2025 04:00 PM,NA ,NA ,21-May-2025 02:00 PM,30-May-2025 04:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"5,200",Yes,fixed,,Nil,Nil,AOC,Chairperson,Internal,,Pratik Rath,26-Jun-2025 09:25 AM,techsummary_540443.pdf (1957.09 KB),Chairperson,Mixed,,Pratik Rath,26-Jun-2025 10:59 AM,finsummary_540443.pdf (1957.08 KB),Finance,accepted,BANAMALI MEHER,01-Jun-2025 07:26 AM,,BOQ Comparative Chart,26-Jun-2025,"INR 437,297.81",30.0,Pratik Rath,26-Jun-2025 11:03 AM,46Proceeding.pdf (1957.00 KB),Municipal Bodies||Bhawanipatna Municipality,2025_ORULB_113631_32,BPM/02/2025-26,Construction of Paver road from Bansi Rath house to Tapan rath house in Ward No. 20,1.0,2942921.0,Santosh Kumar Panigrahi,INR,"437,297.81",1,2931754,AKASH AGRAWAL,28-May-2025 02:07 PM,Rejected-AOC,L2,26-Jun-2025 11:03 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2941091,ANMOL AGRAWAL,30-May-2025 03:51 AM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2941850,DEBENDRA KUMAR NAIK,30-May-2025 08:35 AM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2933759,DHANANJAYA MAHANANDA,27-May-2025 01:03 PM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2933070,LAXMIPRIYA SABAR,27-May-2025 09:44 PM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2940613,LINGARAJ DEEP,29-May-2025 06:29 PM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2940416,PRADEEP KUMAR NAIK,30-May-2025 02:19 PM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2942127,RANJAYA KUMAR THAKUR,30-May-2025 10:46 AM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2941615,RUPALI MAHAPATRO,29-May-2025 11:33 PM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2939736,SANJEEV KUMAR PADHI,29-May-2025 11:11 AM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2942921,Santosh Kumar Panigrahi,30-May-2025 02:13 PM,Accepted-AOC,AWARDED,26-Jun-2025 11:03 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2932990,SUDHANSU SEKHAR BEHERA,26-May-2025 01:12 PM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2935917,SUDHIR KUMAR PANIGRAHI,28-May-2025 11:53 AM,Rejected-Finance,L3,26-Jun-2025 10:59 AM,AOC
