Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Superintending Engineer,Internal,DAO Estimator,Aparajita Priyadarsini,08-Mar-2023 10:51 AM,finsummary_428777.pdf (197.06 KB),17-Jun-2025,"INR 7,072,453",180.0,Basant Kumar Rath,17-Jun-2025 12:44 PM,badabanda.pdf (506.00 KB),AOC,Finance,10nos tender found,Aparajita Priyadarsini,08-Mar-2023 10:36 AM,finance_428777.pdf,BOQ Comparative Chart,1,2085300,AMARNATH DEHURY,20-Feb-2023 08:24 PM,Rejected-Finance,Not won in the transparent lottery system drawn among L1 bidder,08-Mar-2023 10:51 AM,Technical,10nos bidder found,Rabi Sankar Dash,23-Feb-2023 12:25 AM,technical_428777.pdf,1.0,2083207.0,LAXMAN KUMAR GARNAYAK,INR,"7,072,453","CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||EE,MI Divn, Angul",2023_CEMIB_86239_7,"S.E, M.I.Division Angul No.-09/2022-23",Construction of Badabandha Check Dam PKD type near village Talagada in Angul Block of Angul District under MATY 2022-23.,Superintending Engineer,Internal,SR DAO Estimator,Aparajita Priyadarsini,26-Feb-2023 05:15 PM,27-Feb-2023 11:00 AM,techsummary_428777.pdf (223.73 KB),AOC,"Superintending Engineer, M. I. Division, Angul","Superintending Engineer, M. I. Division,Angul At-College Chhack Po-Hakimpada Dist-Angul",15-Feb-2023 01:00 PM,22-Feb-2023 11:00 AM,15-Feb-2023 01:00 PM,21-Feb-2023 05:00 PM,NA ,NA ,15-Feb-2023 01:00 PM,21-Feb-2023 05:00 PM,27-Feb-2023 11:00 AM,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Online Paper cost,EMD,RC,GST,PAN CARD,Affidavit correctness ,No relation Certificate",1.0,ICICI BANK,Construction of Badabandha Check Dam PKD type near village Talagada in Angul Block of Angul District under MATY 2022-23.,Construction of Badabandha Check Dam PKD type near village Talagada in Angul Block of Angul District under MATY 2022-23.,Please refer Tender documents. ,NA ,"83,20,000",Civil Works - Others,NA ,Tender,90.0,180.0,Angul,759143.0,NA ,NA ,NA ,"Superintending Engineer, M. I. Division, Angul",No ,No,"83,200",Yes,percentage,1.0%,Nil,Nil,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||EE,MI Divn, Angul","S.E, M.I.Division Angul No.-09/2022-23",2023_CEMIB_86239_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,2085780,ARUN KUMAR PRADHAN,21-Feb-2023 12:37 PM,Rejected-Finance,Not won in the transparent lottery system drawn among L1 bidder,08-Mar-2023 10:51 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2085501,BIKASH BEHERA,21-Feb-2023 09:00 AM,Rejected-Finance,Not won in the transparent lottery system drawn among L1 bidder,08-Mar-2023 10:51 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2085429,DEBABRATTA BISWAL,21-Feb-2023 05:30 AM,Rejected-Finance,Not won in the transparent lottery system drawn among L1 bidder,08-Mar-2023 10:51 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2083207,LAXMAN KUMAR GARNAYAK,20-Feb-2023 10:34 PM,Accepted-AOC,winner of lotery,17-Jun-2025 12:44 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2083948,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,19-Feb-2023 11:27 PM,Rejected-Finance,Not won in the transparent lottery system drawn among L1 bidder,08-Mar-2023 10:51 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2082278,RAMA CHANDRA BEHERA,17-Feb-2023 08:52 PM,Rejected-Finance,Not won in the transparent lottery system drawn among L1 bidder,08-Mar-2023 10:51 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2085231,SMITARANJAN DHAR,20-Feb-2023 07:13 PM,Rejected-Finance,Not won in the transparent lottery system drawn among L1 bidder,08-Mar-2023 10:51 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2086030,SS ENGINEERING,21-Feb-2023 03:05 PM,Rejected-Finance,Not won in the transparent lottery system drawn among L1 bidder,08-Mar-2023 10:51 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2085810,SUJIT KUMAR BEHERA,21-Feb-2023 01:07 PM,Rejected-Finance,Not won in the transparent lottery system drawn among L1 bidder,08-Mar-2023 10:51 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
