Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
24-Jun-2025,"INR 652,520",60.0,Soumya Ranjan Mishra,24-Jun-2025 11:34 AM,wosl72.pdf (521.00 KB),1.0,2630053.0,ASHOK KUMAR NAIK,INR,"554,707",Municipal Bodies||Choudwar Municipality,2024_ORULB_105909_72,CHM-16-2024/25,Renovation of Kalyan Mandap At Gandhi Chhack Ward No 8 of Choudwar Municipality,1,2632040,ANIL KUMAR BHOI,08-Nov-2024 03:59 PM,Rejected-Finance,REJECT,24-Jun-2025 11:28 AM,Finance,"The tender has been opend in presence of EO,ME,JE, in choudwar municipality",Subhashree Behera,13-Nov-2024 03:18 PM,finance_511685.pdf,BOQ Comparative Chart,EO,Internal,,Soumya Ranjan Mishra,24-Jun-2025 11:28 AM,finsummary_511685.pdf (710.99 KB),EO,Internal,,Soumya Ranjan Mishra,24-Jun-2025 11:20 AM,techsummary_511685.pdf (267.22 KB),AOC,28-Oct-2024 11:00 AM,11-Nov-2024 11:30 AM,28-Oct-2024 11:00 AM,08-Nov-2024 05:30 PM,NA ,NA ,28-Oct-2024 11:00 AM,08-Nov-2024 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,As Per DTCN,1.0,ICICI BANK,Renovation of Kalyan Mandap At Gandhi Chhack Ward No 8 of Choudwar Municipality,Renovation of Kalyan Mandap At Gandhi Chhack Ward No 8 of Choudwar Municipality,Please refer Tender documents. ,NA ,"6,52,520",Civil Works - Roads,NA ,Tender,60.0,60.0,CHOUDWAR,754071.0,NA ,NA ,NA ,CHOUDWAR MUNICIPALITY,No ,No,EXECUTIVE OFFICER,CHOUDWAR MUNICIPALITY,"4,720",0.0,Nil,Nil,No,"6,525",Yes,fixed,,Nil,Nil,Municipal Bodies||Choudwar Municipality,CHM-16-2024/25,2024_ORULB_105909_72,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,2630053,ASHOK KUMAR NAIK,08-Nov-2024 01:37 PM,Accepted-AOC,L1 IN LOTTERY PROCESS,24-Jun-2025 11:34 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2629910,ASHOK KUMAR SAHOO,08-Nov-2024 09:36 AM,Rejected-Finance,REJECT,24-Jun-2025 11:28 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2629611,KAMAL BEHERA,07-Nov-2024 06:56 PM,Rejected-Finance,REJECT,24-Jun-2025 11:28 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2631345,Mangaraj Behera,08-Nov-2024 01:10 PM,Rejected-Finance,L2 IN LOTTERY PROCESS,24-Jun-2025 11:28 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2629457,SUSANTA KUMAR BEHERA,08-Nov-2024 09:49 AM,Rejected-Finance,REJECT,24-Jun-2025 11:28 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
